,airline,source_city,departure_time,stops,arrival_time,destination_city,class,days_left,price
2358,2,2,1,0,0,5,1,14,5954
2359,2,2,2,0,3,5,1,14,5954
2360,2,2,4,0,2,5,1,14,5954
2361,2,2,4,0,0,5,1,14,5954
2362,2,2,0,0,5,5,1,14,5954
2363,2,2,4,1,2,5,1,14,5954
2364,2,2,1,0,0,5,1,14,5954
2365,2,2,0,1,5,5,1,14,5954
2366,2,2,4,0,2,5,1,14,5954
2367,2,2,0,0,5,5,1,14,5954
2368,2,2,2,0,3,5,1,14,5954
2369,2,2,1,0,0,5,1,14,5954
2370,2,2,5,0,1,5,1,14,5954
2371,2,2,4,0,5,5,1,14,5954
2372,2,2,1,0,2,5,1,14,5954
2373,2,2,5,0,4,5,1,14,5954
2374,1,2,0,0,2,5,1,14,5955
2375,1,2,2,0,5,5,1,14,5955
2376,3,2,4,0,0,5,1,14,5955
2377,4,2,2,0,5,5,1,14,5955
2378,3,2,2,0,5,5,1,14,5955
2379,3,2,1,0,4,5,1,14,5955
2380,3,2,0,0,2,5,1,14,5955
2381,3,2,4,0,2,5,1,14,5955
2382,3,2,1,0,0,5,1,14,5955
2383,3,2,0,0,5,5,1,14,5955
2384,4,2,2,0,1,5,1,14,5955
2385,4,2,0,0,2,5,1,14,5955
2386,3,2,0,2,2,5,1,14,6165
2387,3,2,5,2,5,5,1,14,6165
2388,3,2,4,2,4,5,1,14,6165
2389,4,2,1,0,4,5,1,14,6270
2390,3,2,4,1,2,5,1,14,6323
2391,3,2,2,2,2,5,1,14,6375
2392,3,2,0,0,2,5,1,14,6443
2393,3,2,2,0,5,5,1,14,6443
2394,3,2,0,0,5,5,1,14,6443
2395,3,2,5,0,1,5,1,14,6449
2396,3,2,5,0,1,5,1,14,6449
2397,0,2,2,2,5,5,1,14,6559
2398,1,2,2,0,5,5,1,14,6627
2399,3,2,1,0,4,5,1,14,7420
2400,3,2,2,0,5,5,1,14,7420
2401,3,2,5,0,4,5,1,14,7420
2402,1,2,4,0,5,5,1,14,7468
2403,1,2,1,0,5,5,1,14,7468
2404,1,2,2,0,0,5,1,14,7604
2405,1,2,0,0,0,5,1,14,7604
2406,5,2,5,0,4,5,1,14,8483
2407,5,2,5,0,0,5,1,14,8483
2408,5,2,0,0,4,5,1,14,8483
2409,5,2,4,0,4,5,1,14,8483
2410,5,2,0,0,0,5,1,14,8483
2411,5,2,1,0,4,5,1,14,8483
2412,1,2,2,0,2,5,1,14,8141
2413,1,2,1,0,0,5,1,14,8160
2414,5,2,2,0,4,5,1,14,8588
2415,5,2,2,0,0,5,1,14,8588
2416,3,2,1,0,0,5,1,14,8396
2417,1,2,5,0,0,5,1,14,8412
2418,1,2,2,0,0,5,1,14,8412
2419,1,2,2,0,2,5,1,14,8797
2420,1,2,2,0,2,5,1,14,8853
2421,2,2,2,0,5,5,1,14,8869
2422,0,2,2,0,3,5,1,14,8869
2423,0,2,2,0,1,5,1,14,8869
2424,5,2,5,0,4,5,1,14,9221
2425,3,2,1,0,2,5,1,14,8885
2426,5,2,0,0,0,5,1,14,9315
2427,1,2,1,0,5,5,1,14,9000
2428,5,2,2,0,5,5,1,14,9420
2429,5,2,0,0,5,5,1,14,9420
2430,5,2,5,0,0,5,1,14,9530
2431,5,2,1,0,0,5,1,14,9840
2432,1,2,1,0,2,5,1,14,9590
2433,5,2,0,0,5,5,1,14,10050
2434,5,2,4,0,5,5,1,14,10050
2435,5,2,1,0,5,5,1,14,10050
2436,5,2,2,0,4,5,1,14,10067
2437,5,2,2,0,4,5,1,14,10067
2438,5,2,2,0,4,5,1,14,10067
2439,1,2,0,0,2,5,1,14,9735
2440,1,2,0,0,2,5,1,14,9756
2441,1,2,5,0,5,5,1,14,9788
2442,1,2,5,0,5,5,1,14,9790
2443,0,2,2,0,3,5,1,14,9840
2444,0,2,2,0,1,5,1,14,9840
2445,1,2,1,0,5,5,1,14,9945
2446,1,2,1,0,4,5,1,14,10019
2447,5,2,0,0,2,5,1,14,10680
2448,1,2,5,0,2,5,1,14,10355
2449,1,2,2,0,4,5,1,14,10544
2450,1,2,0,0,4,5,1,14,10544
2451,1,2,4,0,4,5,1,14,10544
2452,2,2,4,0,2,5,1,14,10549
2453,1,2,0,0,2,5,1,14,10618
2454,1,2,2,0,2,5,1,14,10775
2455,1,2,4,0,2,5,1,14,10921
2456,2,2,4,0,2,5,1,14,11049
2457,2,2,4,0,2,5,1,14,11049
2458,2,2,4,0,2,5,1,14,11179
2459,2,2,4,1,2,5,1,14,11179
2460,2,2,1,1,2,5,1,14,11295
2461,1,2,4,0,0,5,1,14,11310
2462,1,2,1,0,0,5,1,14,11310
2463,1,2,4,0,2,5,1,14,11520
2464,1,2,1,0,2,5,1,14,11520
2465,0,2,0,0,3,5,1,14,11520
2466,5,2,1,0,4,5,1,14,12150
2467,5,2,2,0,5,5,1,14,12150
2468,5,2,2,0,5,5,1,14,12150
2469,5,2,0,0,5,5,1,14,12150
2470,5,2,0,0,5,5,1,14,12150
2471,5,2,2,0,5,5,1,14,12150
2472,5,2,0,0,5,5,1,14,12150
2473,5,2,0,0,5,5,1,14,12150
2474,5,2,4,0,5,5,1,14,12150
2475,5,2,4,0,5,5,1,14,12150
2476,5,2,4,0,5,5,1,14,12150
2477,1,2,1,0,0,5,1,14,11900
2478,5,2,0,0,5,5,1,14,12990
2479,5,2,1,0,5,5,1,14,12990
2480,5,2,1,0,0,5,1,14,13095
2481,5,2,1,0,0,5,1,14,13095
2482,5,2,1,0,5,5,1,14,13095
2483,2,2,1,0,0,5,1,14,12885
2484,0,2,0,0,3,5,1,14,12990
2485,5,2,1,0,5,5,1,14,13410
2486,1,2,4,0,0,5,1,14,13064
2487,5,2,2,0,0,5,1,14,13620
2488,5,2,2,0,5,5,1,14,13725
2489,5,2,0,0,5,5,1,14,13725
2490,1,2,1,0,2,5,1,14,13410
2491,5,2,1,0,5,5,1,14,14040
2492,5,2,1,0,0,5,1,14,14145
2493,1,2,4,0,2,5,1,14,13830
2494,1,2,0,0,5,5,1,14,13830
2495,1,2,1,0,5,5,1,14,13830
2496,1,2,4,0,5,5,1,14,14040
2497,5,2,1,0,5,5,1,14,14460
2498,1,2,2,0,5,5,1,14,14460
2499,1,2,4,0,5,5,1,14,14460
2500,1,2,2,0,5,5,1,14,14670
2501,1,2,0,0,5,5,1,14,14670
2502,1,2,4,0,5,5,1,14,17925
2503,1,2,4,0,2,5,1,14,19185
2504,5,2,1,2,1,5,1,15,2476
2505,5,2,5,2,5,5,1,15,2476
2506,5,2,4,2,4,5,1,15,2700
2507,5,2,0,2,0,5,1,15,2700
2508,5,2,0,2,2,5,1,15,2700
2509,5,2,0,2,2,5,1,15,2700
2510,5,2,4,2,0,5,1,15,2700
2511,5,2,4,2,0,5,1,15,2700
2512,2,2,0,2,0,5,1,15,2410
2513,2,2,0,2,2,5,1,15,2410
2514,2,2,2,2,2,5,1,15,2410
2515,3,2,3,2,1,5,1,15,2410
2516,0,2,1,2,1,5,1,15,2410
2517,3,2,1,2,4,5,1,15,2410
2518,2,2,1,2,4,5,1,15,2410
2519,3,2,1,2,4,5,1,15,2410
2520,2,2,1,2,4,5,1,15,2410
2521,2,2,5,2,3,5,1,15,2410
2522,3,2,5,2,3,5,1,15,2410
2523,2,2,3,2,1,5,1,15,2410
2524,2,2,0,2,2,5,1,15,2410
2525,2,2,0,2,2,5,1,15,2410
2526,2,2,2,2,5,5,1,15,2410
2527,3,2,2,2,5,5,1,15,2410
2528,2,2,5,2,5,5,1,15,2410
2529,2,2,4,2,0,5,1,15,2410
2530,3,2,4,2,0,5,1,15,2410
2531,2,2,2,2,5,5,1,15,2410
2532,0,2,2,0,3,5,1,15,2409
2533,0,2,5,0,1,5,1,15,2409
2534,0,2,4,0,5,5,1,15,2409
2535,0,2,2,0,1,5,1,15,2409
2536,0,2,1,0,5,5,1,15,2409
2537,0,2,5,0,0,5,1,15,2409
2538,0,2,4,0,3,5,1,15,2409
2539,3,2,1,0,0,5,1,15,2463
2540,1,2,2,2,2,5,1,15,2476
2541,1,2,1,2,4,5,1,15,2476
2542,1,2,1,2,4,5,1,15,2476
2543,1,2,4,2,0,5,1,15,2476
2544,1,2,4,2,4,5,1,15,2476
2545,1,2,0,0,2,5,1,15,2476
2546,1,2,2,0,5,5,1,15,2476
2547,4,2,2,2,5,5,1,15,2621
2548,4,2,2,2,5,5,1,15,2621
2549,4,2,1,2,4,5,1,15,2621
2550,4,2,1,2,4,5,1,15,2621
2551,4,2,1,2,4,5,1,15,2621
2552,4,2,1,2,4,5,1,15,2621
2553,4,2,2,2,5,5,1,15,2621
2554,4,2,2,2,5,5,1,15,2621
2555,4,2,1,0,4,5,1,15,2621
2556,5,2,5,2,5,5,1,15,3001
2557,5,2,1,2,4,5,1,15,3100
2558,5,2,4,2,4,5,1,15,3100
2559,5,2,2,2,2,5,1,15,3100
2560,5,2,2,2,5,5,1,15,3100
2561,1,2,2,2,5,5,1,15,2791
2562,5,2,2,2,5,5,1,15,3225
2563,5,2,2,2,5,5,1,15,3310
2564,3,2,4,2,4,5,1,15,3001
2565,3,2,4,2,4,5,1,15,3001
2566,4,2,2,0,5,5,1,15,3024
2567,1,2,2,2,5,5,1,15,3211
2568,4,2,2,0,1,5,1,15,3519
2569,4,2,0,0,2,5,1,15,3519
2570,3,2,5,0,1,5,1,15,3549
2571,3,2,5,0,1,5,1,15,3549
2572,3,2,0,2,2,5,1,15,3570
2573,3,2,5,0,4,5,1,15,3662
2574,2,2,2,0,3,5,1,15,3697
2575,4,2,2,0,4,5,1,15,4053
2576,3,2,4,2,0,5,1,15,3855
2577,3,2,2,2,5,5,1,15,3855
2578,3,2,5,2,5,5,1,15,3855
2579,1,2,2,0,5,5,1,15,3897
2580,3,2,0,0,5,5,1,15,3959
2581,3,2,0,0,5,5,1,15,4433
2582,1,2,4,0,5,5,1,15,4161
2583,3,2,4,0,0,5,1,15,4170
2584,3,2,2,2,2,5,1,15,4328
2585,5,2,1,0,0,5,1,15,4678
2586,3,2,2,0,5,5,1,15,4337
2587,3,2,1,0,4,5,1,15,4368
2588,3,2,2,0,5,5,1,15,4643
2589,3,2,0,0,2,5,1,15,4674
2590,5,2,0,0,5,5,1,15,5040
2591,5,2,0,0,4,5,1,15,5040
2592,5,2,0,0,4,5,1,15,5040
2593,2,2,4,0,2,5,1,15,4793
2594,1,2,1,0,5,5,1,15,4811
2595,5,2,0,0,5,5,1,15,5227
2596,5,2,4,0,5,5,1,15,5227
2597,5,2,5,0,4,5,1,15,5227
2598,5,2,1,0,5,5,1,15,5227
2599,5,2,5,0,0,5,1,15,5227
2600,5,2,0,0,4,5,1,15,5227
2601,5,2,4,0,4,5,1,15,5227
2602,5,2,0,0,0,5,1,15,5227
2603,5,2,1,0,4,5,1,15,5227
2604,3,2,1,0,4,5,1,15,4967
2605,5,2,1,0,0,5,1,15,5321
2606,5,2,1,0,5,5,1,15,5321
2607,3,2,0,0,5,5,1,15,5015
2608,2,2,4,0,5,5,1,15,5087
2609,2,2,5,0,4,5,1,15,5087
2610,2,2,2,0,3,5,1,15,5157
2611,1,2,4,0,4,5,1,15,5168
2612,5,2,2,0,5,5,1,15,5542
2613,5,2,2,0,4,5,1,15,5542
2614,5,2,2,0,0,5,1,15,5542
2615,0,2,2,0,3,5,1,15,5230
2616,0,2,2,0,1,5,1,15,5230
2617,1,2,1,0,0,5,1,15,5231
2618,1,2,0,0,0,5,1,15,5232
2619,1,2,1,0,0,5,1,15,5297
2620,5,2,2,0,4,5,1,15,5775
2621,5,2,2,0,4,5,1,15,5775
2622,3,2,0,0,2,5,1,15,5798
2623,3,2,2,0,5,5,1,15,5448
2624,1,2,2,0,5,5,1,15,5507
2625,1,2,0,0,5,5,1,15,5507
2626,2,2,1,0,0,5,1,15,5584
2627,2,2,1,0,0,5,1,15,5584
2628,1,2,4,0,2,5,1,15,5588
2629,1,2,5,0,4,5,1,15,5588
2630,2,2,0,0,5,5,1,15,5600
2631,2,2,0,0,5,5,1,15,5600
2632,1,2,5,0,5,5,1,15,5616
2633,5,2,0,0,2,5,1,15,6013
2634,3,2,4,0,2,5,1,15,5702
2635,1,2,2,0,0,5,1,15,5702
2636,1,2,1,0,5,5,1,15,5761
2637,1,2,1,0,4,5,1,15,5761
2638,1,2,1,0,2,5,1,15,5852
2639,1,2,2,0,2,5,1,15,5852
2640,1,2,2,0,5,5,1,15,5931
2641,1,2,4,0,5,5,1,15,5931
2642,1,2,4,0,5,5,1,15,5931
2643,5,2,1,0,4,5,1,15,6296
2644,5,2,2,0,5,5,1,15,6296
2645,5,2,2,0,5,5,1,15,6296
2646,5,2,0,0,5,5,1,15,6296
2647,5,2,0,0,5,5,1,15,6296
2648,5,2,2,0,5,5,1,15,6296
2649,5,2,0,0,5,5,1,15,6296
2650,5,2,0,0,5,5,1,15,6296
2651,5,2,4,0,5,5,1,15,6296
2652,5,2,5,0,4,5,1,15,6296
2653,5,2,4,0,5,5,1,15,6296
2654,5,2,4,0,5,5,1,15,6296
2655,5,2,2,0,4,5,1,15,6296
2656,2,2,1,0,4,5,1,15,5954
2657,2,2,4,0,0,5,1,15,5954
2658,2,2,4,0,2,5,1,15,5954
2659,2,2,1,0,0,5,1,15,5954
2660,2,2,5,0,1,5,1,15,5954
2661,2,2,1,0,2,5,1,15,5954
2662,2,2,2,0,1,5,1,15,5954
2663,2,2,2,0,1,5,1,15,5954
2664,2,2,4,0,2,5,1,15,5958
2665,2,2,2,0,5,5,1,15,5995
2666,1,2,1,0,2,5,1,15,6008
2667,4,2,0,0,0,5,1,15,6049
2668,1,2,5,0,4,5,1,15,6181
2669,1,2,5,0,0,5,1,15,6227
2670,1,2,4,0,2,5,1,15,6277
2671,2,2,4,0,2,5,1,15,6471
2672,3,2,5,0,4,5,1,15,6573
2673,1,2,0,0,5,5,1,15,6601
2674,1,2,4,0,5,5,1,15,6601
2675,1,2,2,0,4,5,1,15,6601
2676,1,2,0,0,4,5,1,15,6601
2677,1,2,4,0,4,5,1,15,6601
2678,1,2,1,0,5,5,1,15,6627
2679,1,2,4,0,2,5,1,15,6662
2680,1,2,2,0,2,5,1,15,6666
2681,3,2,1,0,2,5,1,15,6680
2682,1,2,1,0,0,5,1,15,6724
2683,1,2,4,0,0,5,1,15,6890
2684,1,2,0,0,2,5,1,15,6953
2685,1,2,4,0,0,5,1,15,7005
2686,1,2,0,0,2,5,1,15,7110
2687,5,2,2,0,5,5,1,15,7569
2688,5,2,1,0,0,5,1,15,7575
2689,1,2,5,0,5,5,1,15,7262
2690,5,2,0,0,5,5,1,15,7621
2691,2,2,1,0,0,5,1,15,7469
2692,1,2,0,0,0,5,1,15,7599
2693,5,2,1,0,5,5,1,15,8121
2694,1,2,0,0,5,5,1,15,7931
2695,1,2,1,0,5,5,1,15,7931
2696,0,2,2,2,5,5,1,15,8032
2697,1,2,5,0,0,5,1,15,8036
2698,5,2,1,0,0,5,1,15,8835
2699,5,2,2,0,5,5,1,15,8835
2700,5,2,0,0,5,5,1,15,8835
2701,5,2,1,0,5,5,1,15,8835
2702,1,2,5,0,2,5,1,15,8633
2703,1,2,2,0,5,5,1,15,8789
2704,0,2,2,0,3,5,1,15,8869
2705,0,2,2,0,1,5,1,15,8869
2706,3,2,1,0,0,5,1,15,8885
2707,5,2,1,0,5,5,1,15,9381
2708,5,2,0,0,0,5,1,15,9788
2709,5,2,2,0,4,5,1,15,11432
2710,2,2,1,1,2,5,1,15,11295
2711,0,2,0,0,3,5,1,15,12990
2712,5,2,2,0,0,5,1,15,13620
2713,0,2,0,0,3,5,1,15,14670
2714,1,2,2,0,0,5,1,15,17295
2715,1,2,4,0,2,5,1,15,17967
2716,1,2,4,0,5,5,1,15,18240
2717,5,2,5,2,5,5,1,16,2476
2718,5,2,1,2,1,5,1,16,2476
2719,5,2,5,2,5,5,1,16,2476
2720,5,2,4,2,4,5,1,16,2700
2721,5,2,0,2,0,5,1,16,2700
2722,5,2,0,2,2,5,1,16,2700
2723,5,2,0,2,2,5,1,16,2700
2724,5,2,2,2,5,5,1,16,2700
2725,5,2,4,2,0,5,1,16,2700
2726,5,2,4,2,0,5,1,16,2700
2727,2,2,0,2,0,5,1,16,2410
2728,2,2,0,2,2,5,1,16,2410
2729,2,2,2,2,2,5,1,16,2410
2730,3,2,3,2,1,5,1,16,2410
2731,0,2,1,2,1,5,1,16,2410
2732,3,2,1,2,4,5,1,16,2410
2733,2,2,1,2,4,5,1,16,2410
2734,3,2,1,2,4,5,1,16,2410
2735,2,2,1,2,4,5,1,16,2410
2736,2,2,5,2,3,5,1,16,2410
2737,3,2,5,2,3,5,1,16,2410
2738,2,2,3,2,1,5,1,16,2410
2739,2,2,0,2,2,5,1,16,2410
2740,2,2,0,2,2,5,1,16,2410
2741,2,2,2,2,5,5,1,16,2410
2742,3,2,2,2,5,5,1,16,2410
2743,2,2,5,2,5,5,1,16,2410
2744,3,2,4,2,4,5,1,16,2410
2745,2,2,4,2,0,5,1,16,2410
2746,3,2,4,2,0,5,1,16,2410
2747,2,2,2,2,5,5,1,16,2410
2748,0,2,2,0,3,5,1,16,2409
2749,0,2,1,0,0,5,1,16,2409
2750,0,2,5,0,1,5,1,16,2409
2751,0,2,2,0,1,5,1,16,2409
2752,0,2,1,0,5,5,1,16,2409
2753,1,2,1,2,4,5,1,16,2476
2754,1,2,1,2,4,5,1,16,2476
2755,1,2,4,2,4,5,1,16,2476
2756,1,2,0,0,2,5,1,16,2476
2757,1,2,2,0,5,5,1,16,2476
2758,4,2,2,2,5,5,1,16,2621
2759,4,2,1,2,4,5,1,16,2621
2760,4,2,1,2,4,5,1,16,2621
2761,4,2,1,2,4,5,1,16,2621
2762,4,2,1,2,4,5,1,16,2621
2763,4,2,2,2,5,5,1,16,2621
2764,4,2,2,2,5,5,1,16,2621
2765,3,2,4,2,4,5,1,16,3001
2766,5,2,1,2,4,5,1,16,3100
2767,5,2,2,2,5,5,1,16,3100
2768,5,2,4,2,4,5,1,16,3100
2769,5,2,2,2,2,5,1,16,3100
2770,5,2,2,2,5,5,1,16,3100
2771,1,2,2,2,2,5,1,16,2791
2772,1,2,4,2,0,5,1,16,2791
2773,1,2,2,2,5,5,1,16,2791
2774,1,2,2,2,5,5,1,16,2791
2775,3,2,4,0,0,5,1,16,2844
2776,3,2,1,0,0,5,1,16,2844
2777,4,2,1,0,4,5,1,16,2937
2778,3,2,2,2,2,5,1,16,3001
2779,3,2,2,2,5,5,1,16,3001
2780,0,2,2,0,3,5,1,16,3102
2781,2,2,2,0,3,5,1,16,3330
2782,2,2,2,0,3,5,1,16,3330
2783,4,2,2,0,1,5,1,16,3519
2784,4,2,0,0,2,5,1,16,3519
2785,3,2,5,0,4,5,1,16,3546
2786,3,2,5,0,1,5,1,16,3549
2787,3,2,4,2,0,5,1,16,3570
2788,3,2,4,0,0,5,1,16,4170
2789,0,2,5,0,0,5,1,16,3733
2790,4,2,2,0,4,5,1,16,3791
2791,3,2,0,2,2,5,1,16,3855
2792,1,2,1,0,5,5,1,16,4161
2793,2,2,2,0,5,5,1,16,4168
2794,1,2,2,0,5,5,1,16,4212
2795,0,2,2,2,5,5,1,16,4231
2796,1,2,1,0,5,5,1,16,4233
2797,1,2,1,0,4,5,1,16,4233
2798,3,2,0,0,5,5,1,16,4274
2799,4,2,2,0,5,5,1,16,4683
2800,3,2,5,2,5,5,1,16,4328
2801,5,2,5,0,4,5,1,16,4678
2802,5,2,5,0,0,5,1,16,4678
2803,5,2,0,0,4,5,1,16,4678
2804,5,2,4,0,4,5,1,16,4678
2805,5,2,0,0,0,5,1,16,4678
2806,5,2,1,0,4,5,1,16,4678
2807,3,2,5,0,1,5,1,16,4454
2808,1,2,1,0,4,5,1,16,4590
2809,5,2,2,0,4,5,1,16,4993
2810,5,2,2,0,0,5,1,16,4993
2811,3,2,0,0,2,5,1,16,4674
2812,3,2,2,0,5,5,1,16,4682
2813,5,2,2,0,4,5,1,16,5040
2814,5,2,2,0,4,5,1,16,5040
2815,5,2,2,0,4,5,1,16,5040
2816,5,2,2,0,4,5,1,16,5040
2817,5,2,2,0,0,5,1,16,5040
2818,5,2,2,0,0,5,1,16,5040
2819,5,2,0,0,0,5,1,16,5086
2820,2,2,4,0,2,5,1,16,4793
2821,0,2,4,0,5,5,1,16,4867
2822,0,2,2,0,1,5,1,16,4867
2823,0,2,4,0,3,5,1,16,4867
2824,5,2,1,0,0,5,1,16,5227
2825,5,2,0,0,5,5,1,16,5227
2826,5,2,4,0,5,5,1,16,5227
2827,5,2,1,0,5,5,1,16,5227
2828,5,2,5,0,5,5,1,16,5227
2829,3,2,1,0,4,5,1,16,4892
2830,3,2,5,0,4,5,1,16,4924
2831,3,2,2,0,5,5,1,16,4958
2832,3,2,2,0,5,5,1,16,4967
2833,3,2,1,0,4,5,1,16,4967
2834,2,2,4,0,0,5,1,16,5087
2835,2,2,1,0,0,5,1,16,5087
2836,2,2,4,0,5,5,1,16,5087
2837,2,2,5,0,4,5,1,16,5087
2838,3,2,4,1,2,5,1,16,5093
2839,1,2,5,0,4,5,1,16,5115
2840,5,2,2,0,5,5,1,16,5542
2841,0,2,2,0,3,5,1,16,5230
2842,0,2,2,0,1,5,1,16,5230
2843,1,2,1,0,0,5,1,16,5231
2844,1,2,2,0,0,5,1,16,5231
2845,2,2,1,0,0,5,1,16,5584
2846,2,2,1,0,0,5,1,16,5584
2847,2,2,0,0,5,5,1,16,5600
2848,2,2,0,0,5,5,1,16,5600
2849,1,2,2,0,5,5,1,16,5616
2850,1,2,4,0,5,5,1,16,5616
2851,1,2,4,0,5,5,1,16,5616
2852,1,2,2,0,2,5,1,16,5810
2853,1,2,1,0,2,5,1,16,5852
2854,1,2,2,0,2,5,1,16,5852
2855,5,2,2,0,5,5,1,16,6296
2856,5,2,2,0,5,5,1,16,6296
2857,5,2,0,0,5,5,1,16,6296
2858,5,2,0,0,5,5,1,16,6296
2859,5,2,2,0,5,5,1,16,6296
2860,5,2,0,0,5,5,1,16,6296
2861,5,2,0,0,5,5,1,16,6296
2862,5,2,4,0,5,5,1,16,6296
2863,5,2,5,0,4,5,1,16,6296
2864,5,2,4,0,5,5,1,16,6296
2865,5,2,4,0,5,5,1,16,6296
2866,5,2,2,0,4,5,1,16,6296
2867,5,2,4,0,5,5,1,16,6296
2868,2,2,1,0,4,5,1,16,5954
2869,2,2,5,0,1,5,1,16,5954
2870,2,2,1,0,2,5,1,16,5954
2871,2,2,2,0,1,5,1,16,5954
2872,2,2,2,0,1,5,1,16,5954
2873,5,2,1,0,4,5,1,16,6611
2874,3,2,0,0,5,5,1,16,6317
2875,1,2,5,0,5,5,1,16,6456
2876,1,2,1,0,0,5,1,16,6654
2877,1,2,1,0,2,5,1,16,6711
2878,1,2,0,0,2,5,1,16,6711
2879,1,2,2,0,0,5,1,16,6736
2880,1,2,0,0,2,5,1,16,6754
2881,1,2,5,0,2,5,1,16,6756
2882,1,2,2,0,4,5,1,16,6795
2883,3,2,1,0,0,5,1,16,6932
2884,1,2,2,0,5,5,1,16,7021
2885,1,2,2,0,5,5,1,16,7156
2886,1,2,2,0,2,5,1,16,7187
2887,5,2,2,0,5,5,1,16,7569
2888,5,2,0,0,5,5,1,16,7569
2889,1,2,0,0,5,5,1,16,7262
2890,1,2,1,0,5,5,1,16,7262
2891,3,2,0,0,5,5,1,16,7420
2892,2,2,1,0,0,5,1,16,7469
2893,1,2,2,0,2,5,1,16,7506
2894,2,2,4,0,2,5,1,16,7601
2895,1,2,0,0,0,5,1,16,7604
2896,1,2,5,0,0,5,1,16,7682
2897,3,2,0,0,2,5,1,16,7908
2898,3,2,4,0,2,5,1,16,7908
2899,1,2,4,0,0,5,1,16,7950
2900,5,2,1,0,0,5,1,16,8331
2901,2,2,4,0,2,5,1,16,8000
2902,1,2,1,0,0,5,1,16,8036
2903,1,2,5,0,5,5,1,16,8102
2904,1,2,2,0,0,5,1,16,8234
2905,5,2,2,0,5,5,1,16,8835
2906,5,2,0,0,5,5,1,16,8835
2907,5,2,0,0,2,5,1,16,8874
2908,1,2,1,0,2,5,1,16,8633
2909,1,2,4,0,2,5,1,16,8692
2910,0,2,0,0,3,5,1,16,9840
2911,5,2,0,0,5,5,1,16,10907
2912,5,2,1,0,0,5,1,16,11432
2913,2,2,1,1,2,5,1,16,11295
2914,5,2,1,0,0,5,1,16,11651
2915,1,2,0,0,2,5,1,16,11678
2916,5,2,2,0,4,5,1,16,12570
2917,0,2,0,0,3,5,1,16,14670
2918,2,2,4,0,2,5,1,16,15282
2919,1,2,1,0,0,5,1,16,15773
2920,2,2,4,0,2,5,1,16,16825
2921,2,2,4,0,2,5,1,16,16825
2922,1,2,2,0,5,5,1,16,19049
2923,1,2,0,0,5,5,1,16,19049
2924,1,2,4,0,3,5,1,16,19227
2925,1,2,4,0,5,5,1,16,20865
2926,1,2,4,0,2,5,1,16,21432
2927,5,2,4,2,4,5,1,17,2700
2928,5,2,0,2,0,5,1,17,2700
2929,5,2,0,2,2,5,1,17,2700
2930,5,2,2,2,5,5,1,17,2700
2931,5,2,4,2,0,5,1,17,2700
2932,5,2,4,2,0,5,1,17,2700
2933,2,2,0,2,0,5,1,17,2410
2934,2,2,0,2,2,5,1,17,2410
2935,3,2,3,2,1,5,1,17,2410
2936,0,2,1,2,1,5,1,17,2410
2937,3,2,1,2,4,5,1,17,2410
2938,2,2,1,2,4,5,1,17,2410
2939,3,2,1,2,4,5,1,17,2410
2940,2,2,1,2,4,5,1,17,2410
2941,2,2,5,2,3,5,1,17,2410
2942,2,2,3,2,1,5,1,17,2410
2943,2,2,0,2,2,5,1,17,2410
2944,2,2,0,2,2,5,1,17,2410
2945,2,2,2,2,5,5,1,17,2410
2946,3,2,2,2,5,5,1,17,2410
2947,3,2,4,2,4,5,1,17,2410
2948,2,2,4,2,0,5,1,17,2410
2949,3,2,4,2,0,5,1,17,2410
2950,2,2,2,2,5,5,1,17,2410
2951,0,2,5,0,1,5,1,17,2409
2952,0,2,1,0,5,5,1,17,2409
2953,0,2,5,0,0,5,1,17,2409
2954,3,2,1,0,0,5,1,17,2463
2955,1,2,2,2,2,5,1,17,2476
2956,1,2,1,2,4,5,1,17,2476
2957,1,2,1,2,4,5,1,17,2476
2958,1,2,4,2,4,5,1,17,2476
2959,1,2,0,0,2,5,1,17,2476
2960,1,2,2,0,5,5,1,17,2476
2961,4,2,2,2,5,5,1,17,2621
2962,4,2,1,2,4,5,1,17,2621
2963,4,2,1,2,4,5,1,17,2621
2964,4,2,1,2,4,5,1,17,2621
2965,4,2,1,2,4,5,1,17,2621
2966,4,2,2,2,5,5,1,17,2621
2967,4,2,2,2,5,5,1,17,2621
2968,3,2,4,2,4,5,1,17,3001
2969,5,2,5,2,5,5,1,17,3001
2970,3,2,4,0,0,5,1,17,3054
2971,5,2,1,2,4,5,1,17,3100
2972,5,2,2,2,5,5,1,17,3100
2973,5,2,4,2,4,5,1,17,3100
2974,5,2,2,2,2,5,1,17,3100
2975,5,2,2,2,5,5,1,17,3100
2976,1,2,4,2,0,5,1,17,2791
2977,1,2,2,2,5,5,1,17,2791
2978,5,2,0,2,2,5,1,17,3225
2979,3,2,5,2,3,5,1,17,3001
2980,1,2,2,2,5,5,1,17,3211
2981,4,2,1,0,4,5,1,17,3251
2982,2,2,2,0,3,5,1,17,3330
2983,2,2,2,0,3,5,1,17,3330
2984,4,2,2,0,1,5,1,17,3519
2985,4,2,0,0,2,5,1,17,3519
2986,3,2,5,0,4,5,1,17,3546
2987,3,2,5,0,1,5,1,17,3549
2988,3,2,1,0,4,5,1,17,3608
2989,0,2,2,2,5,5,1,17,3733
2990,0,2,2,0,1,5,1,17,3733
2991,4,2,2,0,4,5,1,17,3791
