,airline,source_city,departure_time,stops,arrival_time,destination_city,class,days_left,price
4910,0,2,4,0,5,5,1,26,2409
4911,0,2,2,0,1,5,1,26,2409
4912,0,2,2,0,1,5,1,26,2409
4913,0,2,1,0,5,5,1,26,2409
4914,0,2,0,0,3,5,1,26,2409
4915,0,2,0,0,3,5,1,26,2409
4916,0,2,5,0,0,5,1,26,2409
4917,0,2,4,0,3,5,1,26,2409
4918,3,2,4,0,0,5,1,26,2463
4919,3,2,1,0,0,5,1,26,2463
4920,3,2,4,0,2,5,1,26,2463
4921,1,2,2,2,2,5,1,26,2476
4922,1,2,1,2,4,5,1,26,2476
4923,1,2,1,2,4,5,1,26,2476
4924,1,2,4,2,0,5,1,26,2476
4925,1,2,2,2,5,5,1,26,2476
4926,1,2,4,2,4,5,1,26,2476
4927,1,2,2,2,5,5,1,26,2476
4928,1,2,0,0,2,5,1,26,2476
4929,1,2,2,0,5,5,1,26,2476
4930,4,2,2,2,5,5,1,26,2621
4931,4,2,1,2,4,5,1,26,2621
4932,4,2,1,2,4,5,1,26,2621
4933,4,2,2,2,5,5,1,26,2621
4934,4,2,1,0,4,5,1,26,2621
4935,3,2,4,2,0,5,1,26,3001
4936,3,2,2,2,2,5,1,26,3001
4937,3,2,2,2,5,5,1,26,3001
4938,3,2,0,2,2,5,1,26,3001
4939,3,2,0,2,2,5,1,26,3001
4940,3,2,5,2,5,5,1,26,3001
4941,3,2,4,2,4,5,1,26,3001
4942,3,2,4,0,0,5,1,26,3054
4943,5,2,1,2,4,5,1,26,3100
4944,5,2,2,2,5,5,1,26,3100
4945,5,2,4,2,4,5,1,26,3100
4946,5,2,2,2,2,5,1,26,3100
4947,5,2,2,2,5,5,1,26,3100
4948,3,2,5,0,1,5,1,26,2994
4949,0,2,2,0,3,5,1,26,3102
4950,0,2,2,0,1,5,1,26,3102
4951,0,2,2,2,5,5,1,26,3252
4952,1,2,1,0,0,5,1,26,3291
4953,1,2,2,0,0,5,1,26,3291
4954,2,2,2,0,5,5,1,26,3330
4955,2,2,2,0,3,5,1,26,3330
4956,2,2,2,0,3,5,1,26,3330
4957,3,2,5,0,4,5,1,26,3408
4958,4,2,2,0,5,5,1,26,3519
4959,4,2,2,0,1,5,1,26,3519
4960,4,2,2,0,4,5,1,26,3519
4961,4,2,0,0,0,5,1,26,3519
4962,4,2,0,0,2,5,1,26,3519
4963,3,2,5,0,4,5,1,26,3546
4964,3,2,5,0,1,5,1,26,3549
4965,1,2,4,0,0,5,1,26,3554
4966,3,2,4,1,2,5,1,26,3728
4967,5,2,0,0,0,5,1,26,4170
4968,1,2,2,0,5,5,1,26,3831
4969,1,2,4,0,5,5,1,26,3831
4970,1,2,4,0,5,5,1,26,3831
4971,1,2,5,0,4,5,1,26,3855
4972,1,2,2,0,4,5,1,26,3855
4973,1,2,5,0,2,5,1,26,3855
4974,1,2,2,0,2,5,1,26,3855
4975,1,2,2,0,5,5,1,26,3897
4976,3,2,2,0,5,5,1,26,3959
4977,3,2,0,0,5,5,1,26,3959
4978,3,2,2,0,5,5,1,26,3963
4979,3,2,0,0,2,5,1,26,3968
4980,3,2,2,0,5,5,1,26,3968
4981,3,2,1,0,4,5,1,26,3968
4982,3,2,4,0,2,5,1,26,3968
4983,3,2,0,0,5,5,1,26,3968
4984,3,2,1,0,4,5,1,26,4055
4985,3,2,1,0,0,5,1,26,4055
4986,1,2,4,0,5,5,1,26,4161
4987,1,2,1,0,5,5,1,26,4161
4988,1,2,4,0,4,5,1,26,4161
4989,1,2,4,0,2,5,1,26,4170
4990,1,2,4,0,4,5,1,26,4170
4991,1,2,1,0,5,5,1,26,4233
4992,1,2,5,0,5,5,1,26,4251
4993,5,2,1,0,0,5,1,26,4691
4994,5,2,1,0,5,5,1,26,4691
4995,3,2,1,0,2,5,1,26,4373
4996,5,2,0,0,0,5,1,26,4781
4997,1,2,0,0,2,5,1,26,4559
4998,1,2,1,0,2,5,1,26,4590
4999,1,2,1,0,4,5,1,26,4590
5000,5,2,0,0,2,5,1,26,4968
5001,3,2,0,0,2,5,1,26,4674
5002,5,2,0,0,5,5,1,26,5040
5003,5,2,2,0,4,5,1,26,5040
5004,5,2,2,0,4,5,1,26,5040
5005,5,2,2,0,4,5,1,26,5040
5006,5,2,2,0,4,5,1,26,5040
5007,5,2,2,0,0,5,1,26,5040
5008,5,2,0,0,4,5,1,26,5040
5009,5,2,2,0,0,5,1,26,5040
5010,2,2,4,0,2,5,1,26,4793
5011,5,2,2,0,5,5,1,26,5227
5012,5,2,1,0,0,5,1,26,5227
5013,5,2,0,0,5,5,1,26,5227
5014,5,2,4,0,5,5,1,26,5227
5015,5,2,5,0,4,5,1,26,5227
5016,5,2,1,0,5,5,1,26,5227
5017,5,2,2,0,4,5,1,26,5227
5018,5,2,5,0,0,5,1,26,5227
5019,5,2,0,0,4,5,1,26,5227
5020,5,2,2,0,0,5,1,26,5227
5021,1,2,4,0,0,5,1,26,4926
5022,1,2,4,0,2,5,1,26,5026
5023,1,2,2,0,2,5,1,26,5026
5024,2,2,4,0,0,5,1,26,5087
5025,2,2,1,0,0,5,1,26,5087
5026,2,2,4,0,5,5,1,26,5087
5027,2,2,5,0,4,5,1,26,5087
5028,1,2,1,0,0,5,1,26,5231
5029,1,2,2,0,0,5,1,26,5231
5030,1,2,0,0,2,5,1,26,5246
5031,1,2,1,0,5,5,1,26,5281
5032,2,2,0,0,5,5,1,26,5323
5033,2,2,0,0,5,5,1,26,5323
5034,1,2,2,0,5,5,1,26,5507
5035,1,2,0,0,5,5,1,26,5507
5036,1,2,5,0,4,5,1,26,5525
5037,2,2,1,0,0,5,1,26,5584
5038,2,2,1,0,0,5,1,26,5584
5039,1,2,1,0,5,5,1,26,5761
5040,2,2,4,0,2,5,1,26,5806
5041,2,2,4,0,2,5,1,26,5806
5042,2,2,5,0,1,5,1,26,5806
5043,1,2,1,0,2,5,1,26,5852
5044,1,2,4,0,2,5,1,26,5927
5045,5,2,1,0,4,5,1,26,6296
5046,5,2,2,0,5,5,1,26,6296
5047,5,2,2,0,5,5,1,26,6296
5048,5,2,0,0,5,5,1,26,6296
5049,5,2,0,0,5,5,1,26,6296
5050,5,2,2,0,5,5,1,26,6296
5051,5,2,0,0,5,5,1,26,6296
5052,5,2,0,0,5,5,1,26,6296
5053,5,2,4,0,5,5,1,26,6296
5054,5,2,5,0,4,5,1,26,6296
5055,2,2,1,0,4,5,1,26,5954
5056,2,2,0,0,2,5,1,26,5954
5057,2,2,4,0,2,5,1,26,5954
5058,2,2,0,1,5,5,1,26,5954
5059,2,2,4,0,2,5,1,26,5954
5060,2,2,1,0,2,5,1,26,5954
5061,2,2,4,0,2,5,1,26,5958
5062,2,2,4,0,2,5,1,26,5958
5063,1,2,4,0,3,5,1,26,6050
5064,1,2,4,0,5,5,1,26,6181
5065,1,2,0,0,5,5,1,26,6227
5066,1,2,1,0,5,5,1,26,6228
5067,1,2,2,0,0,5,1,26,6339
5068,1,2,4,0,2,5,1,26,6365
5069,1,2,5,0,0,5,1,26,6724
5070,1,2,4,0,0,5,1,26,6890
5071,1,2,0,0,2,5,1,26,7152
5072,1,2,4,0,0,5,1,26,7206
5073,5,2,2,0,5,5,1,26,7569
5074,5,2,0,0,5,5,1,26,7569
5075,5,2,1,0,0,5,1,26,7575
5076,5,2,2,0,5,5,1,26,7575
5077,5,2,1,0,0,5,1,26,7575
5078,5,2,0,0,5,5,1,26,7575
5079,5,2,1,0,5,5,1,26,7575
5080,5,2,1,0,5,5,1,26,7575
5081,5,2,1,0,5,5,1,26,7575
5082,5,2,5,0,0,5,1,26,7575
5083,5,2,1,0,5,5,1,26,7575
5084,2,2,1,0,0,5,1,26,7469
5085,1,2,4,0,5,5,1,26,7475
5086,5,2,5,0,5,5,1,26,7838
5087,5,2,2,0,0,5,1,26,8805
5088,1,2,4,0,2,5,1,26,8592
5089,1,2,2,0,5,5,1,26,8789
5090,2,2,1,1,2,5,1,26,11295
5091,5,2,1,2,1,5,1,27,2476
5092,5,2,5,2,5,5,1,27,2476
5093,5,2,5,2,5,5,1,27,2476
5094,5,2,4,2,4,5,1,27,2700
5095,5,2,0,2,0,5,1,27,2700
5096,5,2,0,2,2,5,1,27,2700
5097,5,2,0,2,2,5,1,27,2700
5098,5,2,2,2,5,5,1,27,2700
5099,5,2,4,2,0,5,1,27,2700
5100,5,2,4,2,0,5,1,27,2700
5101,2,2,0,2,0,5,1,27,2410
5102,2,2,0,2,2,5,1,27,2410
5103,2,2,2,2,2,5,1,27,2410
5104,3,2,3,2,1,5,1,27,2410
5105,0,2,1,2,1,5,1,27,2410
5106,3,2,1,2,4,5,1,27,2410
5107,2,2,1,2,4,5,1,27,2410
5108,3,2,1,2,4,5,1,27,2410
5109,2,2,1,2,4,5,1,27,2410
5110,3,2,4,2,4,5,1,27,2410
5111,3,2,5,2,3,5,1,27,2410
5112,2,2,3,2,1,5,1,27,2410
5113,2,2,0,2,2,5,1,27,2410
5114,2,2,0,2,2,5,1,27,2410
5115,2,2,2,2,5,5,1,27,2410
5116,0,2,2,2,5,5,1,27,2410
5117,3,2,2,2,5,5,1,27,2410
5118,2,2,5,2,5,5,1,27,2410
5119,3,2,4,2,4,5,1,27,2410
5120,2,2,4,2,0,5,1,27,2410
5121,3,2,4,2,0,5,1,27,2410
5122,2,2,2,2,5,5,1,27,2410
5123,3,2,1,2,1,5,1,27,2410
5124,0,2,2,0,3,5,1,27,2409
5125,0,2,2,0,3,5,1,27,2409
5126,0,2,5,0,1,5,1,27,2409
5127,0,2,4,0,5,5,1,27,2409
5128,0,2,2,0,1,5,1,27,2409
5129,0,2,2,0,1,5,1,27,2409
5130,0,2,1,0,5,5,1,27,2409
5131,0,2,0,0,3,5,1,27,2409
5132,0,2,5,0,0,5,1,27,2409
5133,0,2,4,0,3,5,1,27,2409
5134,3,2,1,0,0,5,1,27,2463
5135,1,2,2,2,2,5,1,27,2476
5136,1,2,1,2,4,5,1,27,2476
5137,1,2,1,2,4,5,1,27,2476
5138,1,2,2,2,5,5,1,27,2476
5139,1,2,4,2,4,5,1,27,2476
5140,1,2,2,2,5,5,1,27,2476
5141,1,2,0,0,2,5,1,27,2476
5142,1,2,2,0,5,5,1,27,2476
5143,4,2,2,2,5,5,1,27,2621
5144,4,2,1,2,4,5,1,27,2621
5145,4,2,1,2,4,5,1,27,2621
5146,4,2,2,2,5,5,1,27,2621
5147,4,2,1,0,4,5,1,27,2621
5148,3,2,4,2,4,5,1,27,3001
5149,3,2,4,0,0,5,1,27,3054
5150,5,2,1,2,4,5,1,27,3100
5151,5,2,2,2,5,5,1,27,3100
5152,5,2,4,2,4,5,1,27,3100
5153,5,2,2,2,2,5,1,27,3100
5154,5,2,2,2,5,5,1,27,3100
5155,3,2,4,2,0,5,1,27,3001
5156,3,2,2,2,5,5,1,27,3001
5157,3,2,0,2,2,5,1,27,3001
5158,3,2,0,2,2,5,1,27,3001
5159,3,2,5,2,5,5,1,27,3001
5160,3,2,5,0,1,5,1,27,2994
5161,3,2,5,0,1,5,1,27,2994
5162,1,2,1,0,0,5,1,27,3291
5163,2,2,2,0,5,5,1,27,3330
5164,2,2,2,0,3,5,1,27,3330
5165,2,2,2,0,3,5,1,27,3330
5166,4,2,2,0,5,5,1,27,3519
5167,4,2,2,0,1,5,1,27,3519
5168,4,2,2,0,4,5,1,27,3519
5169,4,2,0,0,0,5,1,27,3519
5170,4,2,0,0,2,5,1,27,3519
5171,3,2,0,0,5,5,1,27,3546
5172,3,2,1,0,2,5,1,27,3546
5173,3,2,5,0,4,5,1,27,3546
5174,1,2,0,0,0,5,1,27,3554
5175,3,2,2,2,2,5,1,27,3570
5176,1,2,2,0,0,5,1,27,3564
5177,3,2,1,0,4,5,1,27,3657
5178,1,2,1,0,5,5,1,27,3708
5179,0,2,2,0,3,5,1,27,3733
5180,0,2,0,0,3,5,1,27,3733
5181,0,2,2,0,1,5,1,27,3733
5182,5,2,0,0,0,5,1,27,4170
5183,1,2,2,0,5,5,1,27,3831
5184,1,2,2,0,5,5,1,27,3831
5185,1,2,5,0,4,5,1,27,3831
5186,1,2,4,0,5,5,1,27,3831
5187,1,2,2,0,4,5,1,27,3831
5188,1,2,4,0,5,5,1,27,3831
5189,1,2,2,0,4,5,1,27,3831
5190,1,2,4,0,4,5,1,27,3831
5191,1,2,4,0,4,5,1,27,3831
5192,1,2,5,0,5,5,1,27,3831
5193,1,2,4,0,2,5,1,27,3855
5194,1,2,1,0,2,5,1,27,3855
5195,1,2,5,0,4,5,1,27,3855
5196,1,2,2,0,4,5,1,27,3855
5197,1,2,4,0,4,5,1,27,3855
5198,1,2,1,0,4,5,1,27,3855
5199,3,2,2,0,5,5,1,27,3959
5200,3,2,0,0,5,5,1,27,3959
5201,3,2,2,0,5,5,1,27,3963
5202,3,2,0,0,2,5,1,27,3968
5203,3,2,2,0,5,5,1,27,3968
5204,3,2,1,0,4,5,1,27,3968
5205,3,2,4,0,2,5,1,27,3968
5206,3,2,0,0,5,5,1,27,3968
5207,3,2,1,0,0,5,1,27,4055
5208,1,2,5,0,2,5,1,27,4118
5209,1,2,2,0,2,5,1,27,4118
5210,1,2,1,0,5,5,1,27,4233
5211,5,2,0,0,0,5,1,27,4781
5212,1,2,0,0,2,5,1,27,4559
5213,5,2,0,0,2,5,1,27,4968
5214,5,2,1,0,0,5,1,27,5006
5215,5,2,1,0,5,5,1,27,5006
5216,3,2,0,0,2,5,1,27,4674
5217,5,2,2,0,4,5,1,27,5040
5218,5,2,2,0,4,5,1,27,5040
5219,5,2,2,0,4,5,1,27,5040
5220,5,2,2,0,4,5,1,27,5040
5221,5,2,2,0,0,5,1,27,5040
5222,5,2,2,0,0,5,1,27,5040
5223,2,2,4,0,2,5,1,27,4793
5224,5,2,1,0,0,5,1,27,5227
5225,5,2,4,0,5,5,1,27,5227
5226,5,2,5,0,4,5,1,27,5227
5227,5,2,1,0,5,5,1,27,5227
5228,5,2,5,0,0,5,1,27,5227
5229,5,2,4,0,4,5,1,27,5227
5230,1,2,4,0,0,5,1,27,4926
5231,5,2,0,0,5,5,1,27,5355
5232,5,2,0,0,4,5,1,27,5355
5233,1,2,4,0,2,5,1,27,5026
5234,1,2,1,0,2,5,1,27,5026
5235,1,2,2,0,2,5,1,27,5026
5236,2,2,4,0,0,5,1,27,5087
5237,2,2,1,0,0,5,1,27,5087
5238,2,2,4,0,5,5,1,27,5087
5239,2,2,5,0,4,5,1,27,5087
5240,5,2,2,0,5,5,1,27,5542
5241,5,2,0,0,5,5,1,27,5542
5242,5,2,2,0,4,5,1,27,5542
5243,5,2,0,0,4,5,1,27,5542
5244,1,2,1,0,0,5,1,27,5231
5245,1,2,2,0,0,5,1,27,5231
5246,1,2,2,0,0,5,1,27,5281
5247,2,2,0,0,5,5,1,27,5323
5248,2,2,0,0,5,5,1,27,5323
5249,1,2,2,0,5,5,1,27,5507
5250,1,2,0,0,5,5,1,27,5507
5251,3,2,5,0,4,5,1,27,5546
5252,2,2,1,0,0,5,1,27,5584
5253,2,2,1,0,0,5,1,27,5584
5254,1,2,5,0,0,5,1,27,5702
5255,5,2,2,0,5,5,1,27,6108
5256,5,2,0,0,5,5,1,27,6108
5257,1,2,0,0,5,5,1,27,5761
5258,1,2,1,0,5,5,1,27,5761
5259,1,2,0,0,4,5,1,27,5761
5260,2,2,5,0,1,5,1,27,5806
5261,5,2,1,0,4,5,1,27,6296
5262,5,2,2,0,5,5,1,27,6296
5263,5,2,2,0,5,5,1,27,6296
5264,5,2,0,0,5,5,1,27,6296
5265,5,2,0,0,5,5,1,27,6296
5266,5,2,2,0,5,5,1,27,6296
5267,5,2,0,0,5,5,1,27,6296
5268,5,2,0,0,5,5,1,27,6296
5269,5,2,4,0,5,5,1,27,6296
5270,5,2,5,0,4,5,1,27,6296
5271,2,2,1,0,4,5,1,27,5954
5272,2,2,0,0,2,5,1,27,5954
5273,2,2,4,0,2,5,1,27,5954
5274,2,2,0,1,5,5,1,27,5954
5275,2,2,4,0,2,5,1,27,5954
5276,2,2,1,1,2,5,1,27,5954
5277,2,2,1,0,2,5,1,27,5954
5278,1,2,5,0,4,5,1,27,6050
5279,1,2,2,0,2,5,1,27,6137
5280,1,2,4,0,5,5,1,27,6181
5281,1,2,2,0,4,5,1,27,6181
5282,1,2,1,0,5,5,1,27,6231
5283,2,2,4,0,2,5,1,27,6236
5284,2,2,4,0,2,5,1,27,6236
5285,1,2,0,0,2,5,1,27,6312
5286,1,2,1,0,0,5,1,27,6339
5287,1,2,5,0,0,5,1,27,6724
5288,1,2,4,0,0,5,1,27,6933
5289,5,2,1,0,0,5,1,27,7575
5290,5,2,2,0,5,5,1,27,7575
5291,5,2,1,0,0,5,1,27,7575
5292,5,2,0,0,5,5,1,27,7575
5293,5,2,1,0,5,5,1,27,7575
5294,5,2,5,0,0,5,1,27,7575
5295,5,2,1,0,5,5,1,27,7575
5296,5,2,5,0,5,5,1,27,7575
5297,2,2,1,0,0,5,1,27,7469
5298,5,2,1,0,5,5,1,27,7838
5299,5,2,1,0,5,5,1,27,7838
5300,2,2,4,0,2,5,1,27,7508
5301,2,2,4,0,2,5,1,27,7508
5302,1,2,4,0,2,5,1,27,7940
5303,1,2,4,0,0,5,1,27,8024
5304,5,2,2,0,0,5,1,27,8805
5305,1,2,4,0,5,5,1,27,9158
5306,2,2,1,1,2,5,1,27,11295
5307,2,2,1,1,2,5,1,27,11311
5308,5,2,1,2,1,5,1,28,2476
5309,5,2,5,2,5,5,1,28,2476
5310,5,2,5,2,5,5,1,28,2476
5311,5,2,4,2,4,5,1,28,2700
5312,5,2,0,2,0,5,1,28,2700
5313,5,2,0,2,2,5,1,28,2700
5314,5,2,0,2,2,5,1,28,2700
5315,5,2,2,2,5,5,1,28,2700
5316,5,2,4,2,0,5,1,28,2700
5317,5,2,4,2,0,5,1,28,2700
5318,2,2,0,2,0,5,1,28,2410
5319,2,2,0,2,2,5,1,28,2410
5320,2,2,2,2,2,5,1,28,2410
5321,3,2,3,2,1,5,1,28,2410
5322,0,2,1,2,1,5,1,28,2410
5323,3,2,1,2,4,5,1,28,2410
5324,2,2,1,2,4,5,1,28,2410
5325,3,2,1,2,4,5,1,28,2410
5326,2,2,1,2,4,5,1,28,2410
5327,3,2,4,2,4,5,1,28,2410
5328,3,2,5,2,3,5,1,28,2410
5329,2,2,3,2,1,5,1,28,2410
5330,2,2,0,2,2,5,1,28,2410
5331,2,2,0,2,2,5,1,28,2410
5332,2,2,2,2,5,5,1,28,2410
5333,0,2,2,2,5,5,1,28,2410
5334,3,2,2,2,5,5,1,28,2410
5335,2,2,5,2,5,5,1,28,2410
5336,3,2,4,2,4,5,1,28,2410
5337,2,2,4,2,0,5,1,28,2410
5338,3,2,4,2,0,5,1,28,2410
5339,2,2,2,2,5,5,1,28,2410
5340,3,2,1,2,1,5,1,28,2410
5341,0,2,2,0,3,5,1,28,2409
5342,0,2,2,0,3,5,1,28,2409
5343,0,2,5,0,1,5,1,28,2409
5344,0,2,4,0,5,5,1,28,2409
5345,0,2,2,0,1,5,1,28,2409
5346,0,2,2,0,1,5,1,28,2409
5347,0,2,1,0,5,5,1,28,2409
5348,0,2,0,0,3,5,1,28,2409
5349,0,2,5,0,0,5,1,28,2409
5350,0,2,4,0,3,5,1,28,2409
5351,3,2,4,0,0,5,1,28,2463
5352,3,2,1,0,0,5,1,28,2463
5353,3,2,4,0,2,5,1,28,2463
5354,1,2,2,2,2,5,1,28,2476
5355,1,2,1,2,4,5,1,28,2476
5356,1,2,1,2,4,5,1,28,2476
5357,1,2,4,2,0,5,1,28,2476
5358,1,2,2,2,5,5,1,28,2476
5359,1,2,4,2,4,5,1,28,2476
5360,1,2,2,2,5,5,1,28,2476
5361,1,2,0,0,2,5,1,28,2476
5362,1,2,2,0,5,5,1,28,2476
5363,3,2,4,1,2,5,1,28,2568
5364,4,2,2,2,5,5,1,28,2621
5365,4,2,1,2,4,5,1,28,2621
5366,4,2,1,2,4,5,1,28,2621
5367,4,2,2,2,5,5,1,28,2621
5368,4,2,1,0,4,5,1,28,2621
5369,3,2,4,0,0,5,1,28,3054
5370,5,2,1,2,4,5,1,28,3100
5371,5,2,2,2,5,5,1,28,3100
5372,5,2,4,2,4,5,1,28,3100
5373,5,2,2,2,2,5,1,28,3100
5374,5,2,2,2,5,5,1,28,3100
5375,3,2,4,2,0,5,1,28,3001
5376,3,2,2,2,2,5,1,28,3001
5377,3,2,2,2,5,5,1,28,3001
5378,3,2,0,2,2,5,1,28,3001
5379,3,2,0,2,2,5,1,28,3001
5380,3,2,5,2,5,5,1,28,3001
5381,3,2,4,2,4,5,1,28,3001
5382,3,2,5,0,1,5,1,28,2994
5383,3,2,5,0,1,5,1,28,2994
5384,0,2,2,0,3,5,1,28,3102
5385,0,2,2,0,1,5,1,28,3102
5386,1,2,1,0,0,5,1,28,3291
5387,1,2,2,0,0,5,1,28,3291
5388,2,2,2,0,5,5,1,28,3330
5389,2,2,2,0,3,5,1,28,3330
5390,2,2,2,0,3,5,1,28,3330
5391,3,2,5,0,4,5,1,28,3408
5392,4,2,2,0,5,5,1,28,3519
5393,4,2,2,0,1,5,1,28,3519
5394,4,2,2,0,4,5,1,28,3519
5395,4,2,0,0,0,5,1,28,3519
5396,4,2,0,0,2,5,1,28,3519
5397,3,2,1,0,2,5,1,28,3546
5398,3,2,5,0,4,5,1,28,3546
5399,1,2,4,0,0,5,1,28,3554
5400,3,2,1,0,4,5,1,28,3657
5401,1,2,2,0,5,5,1,28,3677
5402,5,2,0,0,0,5,1,28,4170
5403,1,2,2,0,5,5,1,28,3831
5404,1,2,4,0,5,5,1,28,3831
5405,1,2,4,0,5,5,1,28,3831
5406,1,2,5,0,5,5,1,28,3831
5407,1,2,5,0,2,5,1,28,3855
5408,1,2,2,0,2,5,1,28,3855
5409,3,2,2,0,5,5,1,28,3959
5410,3,2,0,0,5,5,1,28,3959
5411,3,2,2,0,5,5,1,28,3963
5412,3,2,0,0,2,5,1,28,3968
5413,3,2,2,0,5,5,1,28,3968
5414,3,2,1,0,4,5,1,28,3968
5415,3,2,4,0,2,5,1,28,3968
5416,3,2,0,0,5,5,1,28,3968
5417,3,2,1,0,0,5,1,28,4055
5418,1,2,1,0,2,5,1,28,4118
5419,1,2,4,0,5,5,1,28,4161
5420,1,2,1,0,5,5,1,28,4161
5421,1,2,4,0,4,5,1,28,4161
5422,1,2,1,0,5,5,1,28,4233
5423,5,2,0,0,0,5,1,28,4781
5424,1,2,4,0,2,5,1,28,4433
5425,1,2,0,0,2,5,1,28,4559
5426,5,2,0,0,2,5,1,28,4968
5427,5,2,1,0,0,5,1,28,5006
5428,3,2,0,0,2,5,1,28,4674
5429,5,2,2,0,4,5,1,28,5040
5430,5,2,2,0,4,5,1,28,5040
5431,5,2,2,0,4,5,1,28,5040
5432,5,2,2,0,4,5,1,28,5040
5433,5,2,2,0,0,5,1,28,5040
5434,5,2,0,0,4,5,1,28,5040
5435,5,2,2,0,0,5,1,28,5040
5436,2,2,4,0,2,5,1,28,4793
5437,0,2,0,0,3,5,1,28,4867
5438,5,2,2,0,5,5,1,28,5227
5439,5,2,1,0,0,5,1,28,5227
5440,5,2,0,0,5,5,1,28,5227
5441,5,2,5,0,4,5,1,28,5227
5442,5,2,1,0,5,5,1,28,5227
5443,5,2,2,0,4,5,1,28,5227
5444,5,2,5,0,0,5,1,28,5227
5445,5,2,0,0,4,5,1,28,5227
5446,5,2,2,0,0,5,1,28,5227
5447,5,2,1,0,5,5,1,28,5321
5448,5,2,0,0,5,5,1,28,5355
5449,1,2,4,0,2,5,1,28,5026
5450,1,2,2,0,2,5,1,28,5026
5451,2,2,4,0,0,5,1,28,5087
5452,2,2,1,0,0,5,1,28,5087
5453,2,2,4,0,5,5,1,28,5087
5454,2,2,5,0,4,5,1,28,5087
5455,5,2,4,0,5,5,1,28,5542
5456,1,2,1,0,0,5,1,28,5231
5457,1,2,2,0,0,5,1,28,5231
5458,1,2,4,0,0,5,1,28,5241
5459,1,2,0,0,2,5,1,28,5246
5460,1,2,1,0,5,5,1,28,5281
5461,2,2,0,0,5,5,1,28,5323
5462,2,2,0,0,5,5,1,28,5323
5463,1,2,2,0,5,5,1,28,5507
5464,1,2,0,0,5,5,1,28,5507
5465,1,2,5,0,4,5,1,28,5525
5466,1,2,5,0,2,5,1,28,5525
5467,2,2,1,0,0,5,1,28,5584
5468,2,2,1,0,0,5,1,28,5584
5469,1,2,0,0,5,5,1,28,5702
5470,5,2,2,0,5,5,1,28,6108
5471,5,2,0,0,5,5,1,28,6108
5472,1,2,0,0,4,5,1,28,5761
5473,2,2,5,0,1,5,1,28,5806
5474,1,2,1,0,2,5,1,28,5852
5475,1,2,2,0,2,5,1,28,5927
5476,5,2,1,0,4,5,1,28,6296
5477,5,2,2,0,5,5,1,28,6296
5478,5,2,2,0,5,5,1,28,6296
5479,5,2,0,0,5,5,1,28,6296
5480,5,2,0,0,5,5,1,28,6296
5481,5,2,2,0,5,5,1,28,6296
5482,5,2,0,0,5,5,1,28,6296
5483,5,2,0,0,5,5,1,28,6296
5484,5,2,4,0,5,5,1,28,6296
5485,5,2,5,0,4,5,1,28,6296
5486,5,2,4,0,5,5,1,28,6296
5487,2,2,1,0,4,5,1,28,5954
5488,2,2,0,0,2,5,1,28,5954
5489,2,2,4,0,2,5,1,28,5954
5490,2,2,0,1,5,5,1,28,5954
5491,2,2,4,0,2,5,1,28,5954
5492,2,2,1,1,2,5,1,28,5954
5493,2,2,1,0,2,5,1,28,5954
5494,2,2,4,0,2,5,1,28,5958
5495,2,2,4,0,2,5,1,28,5958
5496,1,2,1,0,5,5,1,28,6060
5497,1,2,2,0,4,5,1,28,6181
5498,1,2,4,0,4,5,1,28,6181
5499,1,2,5,0,5,5,1,28,6231
5500,1,2,2,0,0,5,1,28,6316
5501,1,2,4,0,2,5,1,28,6452
5502,1,2,1,0,0,5,1,28,6724
5503,1,2,5,0,0,5,1,28,6724
5504,1,2,5,0,0,5,1,28,6737
5505,1,2,4,0,0,5,1,28,6890
5506,1,2,4,0,0,5,1,28,6933
5507,5,2,2,0,5,5,1,28,7575
5508,5,2,1,0,0,5,1,28,7575
5509,5,2,0,0,5,5,1,28,7575
5510,5,2,1,0,5,5,1,28,7575
5511,5,2,5,0,0,5,1,28,7575
5512,5,2,1,0,5,5,1,28,7575
5513,5,2,1,0,0,5,1,28,7785
5514,5,2,1,0,5,5,1,28,7785
5515,5,2,1,0,5,5,1,28,7785
5516,2,2,1,0,0,5,1,28,7469
5517,1,2,4,0,2,5,1,28,7940
5518,5,2,2,0,0,5,1,28,8805
5519,2,2,4,0,2,5,1,28,8686
5520,2,2,4,0,2,5,1,28,8686
5521,1,2,4,0,5,5,1,28,9998
5522,2,2,1,1,2,5,1,28,11295
5523,2,2,1,1,2,5,1,28,11311
5524,5,2,1,2,1,5,1,29,2476
5525,5,2,5,2,5,5,1,29,2476
5526,5,2,5,2,5,5,1,29,2476
5527,5,2,4,2,4,5,1,29,2700
5528,5,2,0,2,0,5,1,29,2700
5529,5,2,0,2,2,5,1,29,2700
5530,5,2,0,2,2,5,1,29,2700
5531,5,2,2,2,5,5,1,29,2700
5532,5,2,4,2,0,5,1,29,2700
5533,5,2,4,2,0,5,1,29,2700
5534,2,2,0,2,0,5,1,29,2410
5535,2,2,0,2,2,5,1,29,2410
5536,2,2,2,2,2,5,1,29,2410
5537,3,2,3,2,1,5,1,29,2410
5538,0,2,1,2,1,5,1,29,2410
5539,3,2,1,2,4,5,1,29,2410
5540,2,2,1,2,4,5,1,29,2410
5541,3,2,1,2,4,5,1,29,2410
5542,2,2,1,2,4,5,1,29,2410
5543,3,2,4,2,4,5,1,29,2410
