,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
200525,1,1,2,0,0,4,1,21.5,28,5309
200526,1,1,4,0,0,4,1,28.58,28,5309
200527,3,1,1,2,4,4,1,2.42,28,5410
200528,3,1,2,0,3,4,1,9.17,28,5499
200529,5,1,4,0,2,4,1,7.33,28,5937
200530,5,1,4,0,2,4,1,8.83,28,5937
200531,5,1,1,0,2,4,1,11.17,28,5937
200532,5,1,5,0,4,4,1,11.5,28,5937
200533,5,1,4,0,5,4,1,12.0,28,5937
200534,5,1,5,0,4,4,1,12.5,28,5937
200535,5,1,1,0,2,4,1,12.67,28,5937
200536,5,1,1,0,5,4,1,15.83,28,5937
200537,5,1,5,0,2,4,1,21.0,28,5937
200538,5,1,4,0,4,4,1,21.83,28,5937
200539,5,1,5,0,2,4,1,22.5,28,5937
200540,5,1,4,0,4,4,1,22.83,28,5937
200541,5,1,1,0,4,4,1,25.67,28,5937
200542,5,1,5,0,5,4,1,25.67,28,5937
200543,5,1,1,0,4,4,1,26.67,28,5937
200544,5,1,2,0,4,4,1,15.42,28,5975
200545,5,1,2,0,4,4,1,16.42,28,5975
200546,5,1,2,0,2,4,1,24.92,28,5975
200547,5,1,2,0,2,4,1,26.42,28,5975
200548,1,1,0,0,5,4,1,8.75,28,5736
200549,1,1,1,0,5,4,1,17.33,28,5736
200550,1,1,0,0,4,4,1,17.92,28,5736
200551,1,1,1,0,4,4,1,26.5,28,5736
200552,3,1,4,0,2,4,1,6.75,28,5956
200553,3,1,0,2,0,4,1,2.42,28,6407
200554,3,1,2,0,3,4,1,6.33,28,6412
200555,5,1,4,0,2,4,1,7.08,28,7081
200556,5,1,0,0,2,4,1,7.42,28,7081
200557,5,1,1,0,2,4,1,9.83,28,7081
200558,5,1,4,0,2,4,1,10.17,28,7081
200559,5,1,1,0,2,4,1,12.92,28,7081
200560,5,1,0,0,4,4,1,21.17,28,7081
200561,5,1,4,0,4,4,1,23.92,28,7081
200562,5,1,1,0,4,4,1,26.67,28,7081
200563,5,1,0,0,2,4,1,28.33,28,7081
200564,3,1,2,0,3,4,1,6.25,28,6869
200565,2,1,0,0,5,4,1,9.83,28,6985
200566,2,1,1,0,2,4,1,12.5,28,6985
200567,5,1,5,0,4,4,1,13.17,28,7396
200568,5,1,5,0,2,4,1,20.33,28,7396
200569,5,1,5,0,2,4,1,23.42,28,7659
200570,3,1,4,0,2,4,1,8.33,28,7326
200571,5,1,4,0,2,4,1,8.33,28,8816
200572,5,1,4,0,2,4,1,9.83,28,8816
200573,5,1,0,0,5,4,1,10.25,28,8816
200574,5,1,0,0,5,4,1,10.25,28,9216
200575,2,1,4,0,0,4,1,5.42,28,9717
200576,2,1,5,0,1,4,1,8.42,28,10738
200577,5,1,0,0,2,4,1,31.08,28,16487
200578,5,1,4,0,2,4,1,33.83,28,16487
200579,5,1,0,0,2,4,1,31.08,28,18387
200580,5,1,5,0,2,4,1,23.08,28,18702
200581,0,1,2,0,5,4,1,5.0,30,2361
200582,0,1,2,0,3,4,1,9.5,30,2361
200583,0,1,5,0,4,4,1,10.42,30,2361
200584,0,1,5,0,4,4,1,11.0,30,2361
200585,2,1,2,0,1,4,1,14.25,30,3334
200586,3,1,5,0,1,4,1,9.17,30,3365
200587,3,1,5,0,1,4,1,10.75,30,3365
200588,3,1,5,0,1,4,1,7.33,30,3407
200589,3,1,5,0,1,4,1,8.92,30,3407
200590,3,1,2,0,1,4,1,10.42,30,3407
200591,0,1,5,2,3,4,1,2.42,30,4617
200592,3,1,2,2,5,4,1,2.17,30,4656
200593,3,1,4,0,2,4,1,7.42,30,4228
200594,3,1,4,0,2,4,1,9.33,30,4228
200595,1,1,4,2,0,4,1,2.58,30,4250
200596,4,1,2,2,5,4,1,2.42,30,4620
200597,1,1,1,0,0,4,1,29.83,30,4287
200598,3,1,5,0,4,4,1,11.08,30,4315
200599,4,1,4,0,2,4,1,11.58,30,4547
200600,1,1,2,0,0,4,1,20.08,30,4550
200601,0,1,4,0,0,4,1,3.75,30,4656
200602,3,1,2,0,5,4,1,5.58,30,4753
200603,3,1,0,0,5,4,1,6.92,30,4753
200604,3,1,4,0,5,4,1,10.83,30,4753
200605,1,1,5,0,4,4,1,12.67,30,4784
200606,1,1,5,0,2,4,1,22.83,30,4784
200607,4,1,4,0,4,4,1,24.17,30,4831
200608,3,1,0,2,2,4,1,2.33,30,4963
200609,3,1,2,2,5,4,1,2.33,30,4963
200610,3,1,2,0,3,4,1,7.08,30,5042
200611,3,1,3,1,4,4,1,7.67,30,5095
200612,3,1,4,0,2,4,1,8.0,30,5095
200613,3,1,4,0,2,4,1,9.92,30,5095
200614,1,1,1,0,5,4,1,17.33,30,5159
200615,1,1,1,0,4,4,1,26.5,30,5159
200616,1,1,5,0,0,4,1,18.17,30,5309
200617,1,1,5,0,5,4,1,26.0,30,5309
200618,3,1,5,0,4,4,1,10.83,30,5352
200619,0,1,4,2,0,4,1,2.33,30,5408
200620,1,1,2,0,5,4,1,7.58,30,5421
200621,1,1,2,0,4,4,1,16.75,30,5421
200622,3,1,4,0,2,4,1,6.75,30,5499
200623,3,1,4,0,2,4,1,8.08,30,5499
200624,1,1,1,0,2,4,1,13.0,30,5519
200625,1,1,2,0,4,4,1,16.0,30,5519
200626,1,1,1,0,5,4,1,16.17,30,5519
200627,1,1,2,0,2,4,1,26.17,30,5519
200628,1,1,1,0,4,4,1,26.83,30,5519
200629,5,1,4,0,2,4,1,8.83,30,5937
200630,5,1,5,0,4,4,1,11.5,30,5937
200631,5,1,4,0,5,4,1,12.0,30,5937
200632,5,1,5,0,4,4,1,12.5,30,5937
200633,5,1,5,0,2,4,1,21.0,30,5937
200634,5,1,4,0,4,4,1,21.83,30,5937
200635,5,1,5,0,2,4,1,22.5,30,5937
200636,5,1,4,0,4,4,1,22.83,30,5937
200637,5,1,5,0,5,4,1,25.67,30,5937
200638,3,1,5,0,4,4,1,10.5,30,5674
200639,3,1,1,2,4,4,1,2.42,30,5777
200640,5,1,4,0,2,4,1,7.33,30,6147
200641,3,1,2,0,3,4,1,8.25,30,5924
200642,3,1,2,0,3,4,1,9.17,30,5924
200643,3,1,3,0,4,4,1,6.92,30,5956
200644,3,1,0,2,0,4,1,2.42,30,5987
200645,5,1,2,0,4,4,1,15.42,30,6353
200646,5,1,2,0,4,4,1,16.42,30,6353
200647,5,1,2,0,2,4,1,24.92,30,6353
200648,5,1,2,0,2,4,1,26.42,30,6353
200649,1,1,4,0,4,4,1,23.58,30,6030
200650,1,1,4,0,2,4,1,9.25,30,6044
200651,1,1,4,0,5,4,1,12.42,30,6044
200652,1,1,2,0,0,4,1,21.5,30,6044
200653,1,1,4,0,4,4,1,23.08,30,6044
200654,3,1,0,0,5,4,1,7.67,30,6306
200655,5,1,1,0,2,4,1,12.67,30,6672
200656,5,1,1,0,5,4,1,15.83,30,6672
200657,5,1,1,0,4,4,1,25.67,30,6672
200658,5,1,1,0,4,4,1,26.67,30,6672
200659,3,1,4,1,2,4,1,10.58,30,6465
200660,5,1,1,0,2,4,1,11.17,30,6882
200661,3,1,1,0,0,4,1,6.75,30,6547
200662,1,1,1,0,0,4,1,8.33,30,6713
200663,3,1,4,0,2,4,1,8.5,30,6831
200664,3,1,4,0,5,4,1,9.75,30,6831
200665,3,1,4,0,5,4,1,10.75,30,6831
200666,2,1,0,0,5,4,1,9.83,30,6985
200667,2,1,1,0,2,4,1,12.5,30,6985
200668,5,1,0,0,2,4,1,7.42,30,7344
200669,5,1,4,0,2,4,1,10.17,30,7344
200670,5,1,1,0,2,4,1,12.92,30,7344
200671,5,1,5,0,4,4,1,13.17,30,7344
200672,5,1,0,0,4,4,1,21.17,30,7344
200673,5,1,4,0,4,4,1,23.92,30,7344
200674,5,1,1,0,4,4,1,26.67,30,7344
200675,3,1,4,0,2,4,1,11.08,30,7272
200676,2,1,5,0,1,4,1,8.42,30,7312
200677,3,1,4,1,2,4,1,8.33,30,7326
200678,5,1,4,0,2,4,1,7.08,30,8394
200679,5,1,1,0,2,4,1,9.83,30,8394
200680,5,1,5,0,2,4,1,20.33,30,8394
200681,5,1,0,0,2,4,1,28.33,30,8394
200682,1,1,1,0,2,4,1,11.42,30,8302
200683,5,1,4,0,2,4,1,9.83,30,8816
200684,5,1,0,0,5,4,1,10.25,30,8816
200685,5,1,4,0,2,4,1,8.33,30,9026
