,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
216393,1,2,2,0,5,4,0,5.67,10,53209
216394,1,2,4,0,5,4,0,13.0,10,53209
216395,1,2,4,0,5,4,0,14.67,10,53209
216396,1,2,1,0,5,4,0,15.67,10,53209
216397,1,2,1,0,5,4,0,16.67,10,53209
216398,1,2,5,0,1,4,0,8.0,10,57405
216399,1,2,2,0,1,4,0,11.92,10,57405
216400,1,2,0,0,1,4,0,15.75,10,57405
216401,1,2,4,0,1,4,0,19.5,10,57405
216402,1,2,5,0,2,4,0,20.33,10,57405
216403,1,2,1,0,1,4,0,23.08,10,57405
216404,1,2,2,0,2,4,0,24.25,10,57405
216405,1,2,0,0,2,4,0,28.08,10,57405
216406,5,2,4,0,2,4,0,7.33,10,59929
216407,5,2,4,0,4,4,0,24.17,10,59929
216408,5,2,5,0,4,4,0,13.0,10,61161
216409,5,2,5,0,2,4,0,20.17,10,61161
216410,5,2,5,0,2,4,0,23.25,10,61161
216411,5,2,5,0,4,4,0,11.83,10,65529
216412,5,2,5,0,2,4,0,19.0,10,65529
216413,5,2,5,0,2,4,0,22.08,10,65529
216414,5,2,2,1,4,4,0,16.5,10,67635
216415,5,2,4,0,2,4,0,8.0,10,67769
216416,5,2,1,0,2,4,0,9.33,10,67769
216417,5,2,2,0,4,4,0,14.67,10,67769
216418,5,2,2,0,4,4,0,15.92,10,67769
216419,5,2,2,0,2,4,0,21.83,10,67769
216420,5,2,2,0,2,4,0,23.08,10,67769
216421,5,2,4,0,4,4,0,24.83,10,67769
216422,5,2,2,0,2,4,0,24.92,10,67769
216423,5,2,2,0,2,4,0,26.17,10,67769
216424,5,2,0,0,4,4,0,19.33,10,68105
216425,5,2,0,0,2,4,0,26.5,10,68105
216426,5,2,2,0,4,4,0,16.92,10,69001
216427,5,2,2,0,2,4,0,24.08,10,69001
216428,5,2,2,0,2,4,0,27.17,10,69001
216429,5,2,2,1,4,4,0,16.0,10,72339
216430,5,2,2,0,4,4,0,13.83,10,73369
216431,5,2,2,0,2,4,0,21.0,10,73369
216432,5,2,2,0,2,4,0,24.08,10,73369
216433,5,2,4,0,2,4,0,6.5,10,73481
216434,5,2,0,0,4,4,0,20.83,10,73481
216435,5,2,0,0,2,4,0,28.0,10,73481
216436,5,2,4,0,4,4,0,22.0,10,80313
216437,5,2,0,0,4,4,0,18.17,10,82553
216438,5,2,0,0,2,4,0,25.33,10,82553
216439,5,2,0,0,2,4,0,28.42,10,82553
216440,5,2,1,1,2,4,0,10.92,10,102114
216441,5,2,2,1,4,4,0,16.08,10,102114
216442,5,2,1,2,4,4,0,2.08,11,27976
216443,5,2,1,2,4,4,0,2.08,11,27976
216444,5,2,5,2,5,4,0,2.25,11,27976
216445,1,2,1,1,0,4,0,7.67,11,27976
216446,1,2,5,2,5,4,0,2.08,11,27976
216447,1,2,1,2,4,4,0,2.17,11,27976
216448,1,2,2,2,2,4,0,2.25,11,27976
216449,1,2,0,2,0,4,0,2.33,11,27976
216450,5,2,2,2,2,4,0,2.08,11,29656
216451,1,2,2,0,0,4,0,19.42,11,32347
216452,5,2,0,2,2,4,0,2.17,11,38056
216453,1,2,4,0,2,4,0,7.5,11,41118
216454,1,2,4,0,0,4,0,27.58,11,42212
216455,1,2,5,0,4,4,0,10.67,11,43376
216456,1,2,2,0,4,4,0,14.83,11,43376
216457,1,2,4,0,4,4,0,22.33,11,43376
216458,1,2,4,0,4,4,0,23.92,11,43376
216459,1,2,4,0,0,4,0,28.08,11,44478
216460,1,2,5,0,0,4,0,17.25,11,47545
216461,1,2,2,0,0,4,0,21.67,11,47545
216462,1,2,4,0,0,4,0,28.08,11,47545
216463,1,2,1,0,4,4,0,29.17,11,48882
216464,5,2,0,0,2,4,0,5.58,11,53209
216465,5,2,5,0,4,4,0,13.0,11,53209
216466,5,2,5,0,2,4,0,20.17,11,53209
216467,5,2,5,0,2,4,0,23.25,11,53209
216468,1,2,2,0,5,4,0,5.67,11,53209
216469,1,2,0,0,5,4,0,9.17,11,53209
216470,1,2,4,0,5,4,0,13.0,11,53209
216471,1,2,4,0,5,4,0,14.67,11,53209
216472,1,2,1,0,5,4,0,15.67,11,53209
216473,1,2,2,0,0,4,0,16.17,11,53209
216474,1,2,1,0,5,4,0,16.67,11,53209
216475,1,2,2,0,0,4,0,17.17,11,53209
216476,1,2,2,0,0,4,0,18.33,11,53209
216477,1,2,1,0,2,4,0,11.42,11,57405
216478,5,2,4,0,2,4,0,8.25,11,59929
216479,5,2,2,0,4,4,0,16.92,11,61049
216480,5,2,2,0,2,4,0,24.08,11,61049
216481,5,2,2,0,2,4,0,27.17,11,61049
216482,5,2,4,0,2,4,0,6.5,11,65529
216483,5,2,0,0,2,4,0,7.08,11,65529
216484,5,2,4,0,2,4,0,9.58,11,65529
216485,5,2,1,0,2,4,0,11.08,11,65529
216486,5,2,5,0,4,4,0,11.83,11,65529
216487,5,2,1,0,2,4,0,14.17,11,65529
216488,5,2,0,0,4,4,0,18.17,11,65529
216489,5,2,5,0,2,4,0,19.0,11,65529
216490,5,2,5,0,2,4,0,22.08,11,65529
216491,5,2,0,0,2,4,0,25.33,11,65529
216492,5,2,0,0,2,4,0,28.42,11,65529
216493,5,2,4,0,2,4,0,8.0,11,67769
216494,5,2,1,0,2,4,0,9.33,11,67769
216495,5,2,4,0,2,4,0,11.08,11,67769
216496,5,2,1,0,2,4,0,12.42,11,67769
216497,5,2,2,0,4,4,0,14.67,11,67769
216498,5,2,2,0,4,4,0,15.92,11,67769
216499,5,2,2,0,2,4,0,21.83,11,67769
216500,5,2,2,0,2,4,0,23.08,11,67769
216501,5,2,2,0,2,4,0,24.92,11,67769
216502,5,2,2,0,2,4,0,26.17,11,67769
216503,5,2,4,0,2,4,0,7.33,11,67881
216504,5,2,4,0,2,4,0,10.42,11,67881
216505,5,2,1,1,2,4,0,12.42,11,72339
216506,5,2,2,0,4,4,0,13.83,11,73369
216507,5,2,2,0,2,4,0,21.0,11,73369
216508,5,2,2,0,2,4,0,24.08,11,73369
216509,5,2,2,1,4,4,0,16.0,11,80571
216510,5,2,1,1,2,4,0,10.92,11,84222
216511,5,2,1,1,2,4,0,14.0,11,84222
216512,5,2,1,2,4,4,0,2.08,12,27976
216513,5,2,1,2,4,4,0,2.08,12,27976
216514,5,2,0,2,2,4,0,2.17,12,27976
216515,5,2,5,2,5,4,0,2.25,12,27976
216516,1,2,5,2,5,4,0,2.08,12,27976
216517,1,2,1,2,4,4,0,2.17,12,27976
216518,1,2,2,2,2,4,0,2.25,12,27976
216519,1,2,0,2,0,4,0,2.33,12,27976
216520,5,2,2,2,2,4,0,2.08,12,29656
216521,1,2,2,0,0,4,0,17.83,12,31528
216522,1,2,4,0,0,4,0,25.5,12,31528
216523,1,2,2,0,2,4,0,24.83,12,32347
216524,1,2,4,0,2,4,0,7.5,12,41118
216525,1,2,4,0,2,4,0,8.58,12,42212
216526,1,2,4,0,0,4,0,27.58,12,42212
216527,1,2,2,0,0,4,0,17.33,12,42771
216528,1,2,5,0,4,4,0,10.67,12,43376
216529,1,2,2,0,4,4,0,14.83,12,43376
216530,1,2,4,0,4,4,0,22.33,12,43376
216531,1,2,4,0,4,4,0,23.92,12,43376
216532,1,2,1,0,0,4,0,7.83,12,47545
216533,1,2,5,0,4,4,0,14.17,12,47545
216534,1,2,2,0,4,4,0,18.58,12,47545
216535,1,2,4,0,4,4,0,25.0,12,47545
216536,1,2,1,0,4,4,0,29.17,12,48882
216537,5,2,0,0,2,4,0,5.58,12,53209
216538,5,2,5,0,4,4,0,13.0,12,53209
216539,5,2,5,0,2,4,0,20.17,12,53209
216540,5,2,5,0,2,4,0,23.25,12,53209
216541,1,2,2,0,5,4,0,5.67,12,53209
216542,1,2,0,0,5,4,0,9.17,12,53209
216543,1,2,4,0,5,4,0,13.0,12,53209
216544,1,2,4,0,5,4,0,14.67,12,53209
216545,1,2,1,0,5,4,0,15.67,12,53209
216546,1,2,1,0,5,4,0,16.67,12,53209
216547,1,2,5,0,1,4,0,8.0,12,57405
216548,1,2,2,0,1,4,0,11.92,12,57405
216549,1,2,4,0,1,4,0,19.75,12,57405
216550,1,2,5,0,2,4,0,20.33,12,57405
216551,1,2,1,0,1,4,0,23.08,12,57405
216552,1,2,2,0,2,4,0,24.25,12,57405
216553,5,2,4,0,2,4,0,7.33,12,59929
216554,5,2,4,0,2,4,0,8.25,12,59929
216555,5,2,4,0,2,4,0,10.42,12,59929
216556,5,2,2,0,4,4,0,16.92,12,61049
216557,5,2,2,0,2,4,0,24.08,12,61049
216558,5,2,2,0,2,4,0,27.17,12,61049
216559,5,2,4,0,2,4,0,6.5,12,65529
216560,5,2,4,0,2,4,0,9.58,12,65529
216561,5,2,1,0,2,4,0,11.08,12,65529
216562,5,2,1,0,2,4,0,14.17,12,65529
216563,5,2,0,0,4,4,0,18.17,12,65529
216564,5,2,0,0,2,4,0,25.33,12,65529
216565,5,2,0,0,2,4,0,28.42,12,65529
216566,5,2,4,0,2,4,0,8.0,12,67769
216567,5,2,1,0,2,4,0,9.33,12,67769
216568,5,2,4,0,2,4,0,11.08,12,67769
216569,5,2,1,0,2,4,0,12.42,12,67769
216570,5,2,2,0,4,4,0,14.67,12,67769
216571,5,2,2,0,4,4,0,15.92,12,67769
216572,5,2,2,0,2,4,0,21.83,12,67769
216573,5,2,2,0,2,4,0,23.08,12,67769
216574,5,2,2,0,2,4,0,24.92,12,67769
216575,5,2,2,0,2,4,0,26.17,12,67769
216576,5,2,1,1,2,4,0,12.42,12,72339
216577,5,2,2,1,4,4,0,16.0,12,72339
216578,5,2,2,0,4,4,0,13.83,12,73369
216579,5,2,2,0,2,4,0,21.0,12,73369
216580,5,2,2,0,2,4,0,24.08,12,73369
216581,5,2,0,0,2,4,0,7.08,12,73481
216582,5,2,5,0,4,4,0,11.83,12,73481
216583,5,2,5,0,2,4,0,19.0,12,73481
216584,5,2,5,0,2,4,0,22.08,12,73481
216585,5,2,1,1,2,4,0,10.92,12,84222
216586,5,2,1,1,2,4,0,14.0,12,84222
216587,5,2,1,2,4,4,0,2.08,13,27976
216588,5,2,5,2,5,4,0,2.25,13,27976
216589,1,2,1,1,0,4,0,7.67,13,27976
216590,1,2,5,2,5,4,0,2.08,13,27976
216591,1,2,1,2,4,4,0,2.17,13,27976
216592,1,2,2,2,2,4,0,2.25,13,27976
216593,5,2,2,2,2,4,0,2.08,13,29656
216594,1,2,2,0,0,4,0,19.42,13,32347
216595,1,2,4,0,2,4,0,5.42,13,33820
216596,5,2,1,2,4,4,0,2.08,13,38056
216597,1,2,4,0,0,4,0,27.58,13,42212
216598,1,2,5,0,4,4,0,10.67,13,43376
216599,1,2,2,0,4,4,0,13.75,13,43376
216600,1,2,2,0,4,4,0,14.83,13,43376
216601,1,2,4,0,4,4,0,22.33,13,43376
216602,1,2,4,0,4,4,0,23.92,13,43376
216603,1,2,4,0,2,4,0,6.67,13,44478
216604,5,2,0,2,2,4,0,2.17,13,45896
216605,1,2,5,0,0,4,0,17.25,13,47545
216606,1,2,2,0,0,4,0,21.67,13,47545
216607,1,2,4,0,0,4,0,28.08,13,47545
216608,1,2,1,0,4,4,0,29.17,13,48882
216609,5,2,0,0,2,4,0,5.58,13,53209
216610,5,2,5,0,4,4,0,13.0,13,53209
216611,5,2,5,0,2,4,0,20.17,13,53209
216612,5,2,5,0,2,4,0,23.25,13,53209
216613,1,2,2,0,5,4,0,5.67,13,53209
216614,1,2,0,0,5,4,0,9.17,13,53209
216615,1,2,4,0,5,4,0,14.67,13,53209
216616,1,2,1,0,5,4,0,15.67,13,53209
216617,1,2,2,0,0,4,0,16.17,13,53209
216618,1,2,1,0,5,4,0,16.67,13,53209
216619,1,2,2,0,0,4,0,17.17,13,53209
216620,1,2,2,0,0,4,0,18.33,13,53209
216621,1,2,1,0,2,4,0,11.42,13,57405
216622,5,2,4,0,2,4,0,7.33,13,59929
216623,5,2,4,0,2,4,0,8.25,13,59929
216624,5,2,4,0,2,4,0,10.42,13,59929
216625,5,2,2,0,4,4,0,16.92,13,61049
216626,5,2,2,0,2,4,0,24.08,13,61049
216627,5,2,2,0,2,4,0,27.17,13,61049
216628,5,2,4,0,2,4,0,6.5,13,65529
216629,5,2,0,0,2,4,0,7.08,13,65529
216630,5,2,4,0,2,4,0,9.58,13,65529
216631,5,2,1,0,2,4,0,11.08,13,65529
216632,5,2,5,0,4,4,0,11.83,13,65529
216633,5,2,1,0,2,4,0,14.17,13,65529
216634,5,2,0,0,4,4,0,18.17,13,65529
216635,5,2,5,0,2,4,0,19.0,13,65529
216636,5,2,5,0,2,4,0,22.08,13,65529
216637,5,2,0,0,2,4,0,25.33,13,65529
216638,5,2,0,0,2,4,0,28.42,13,65529
216639,5,2,1,0,2,4,0,9.33,13,67769
216640,5,2,1,0,2,4,0,12.42,13,67769
216641,5,2,2,0,4,4,0,14.67,13,67769
216642,5,2,2,0,4,4,0,15.92,13,67769
216643,5,2,2,0,2,4,0,21.83,13,67769
216644,5,2,2,0,2,4,0,23.08,13,67769
216645,5,2,2,0,2,4,0,24.92,13,67769
216646,5,2,2,0,2,4,0,26.17,13,67769
216647,5,2,1,1,2,4,0,12.42,13,72339
216648,5,2,2,1,4,4,0,16.0,13,72339
216649,5,2,2,0,4,4,0,13.83,13,73369
216650,5,2,2,0,2,4,0,21.0,13,73369
216651,5,2,2,0,2,4,0,24.08,13,73369
216652,5,2,4,0,2,4,0,8.0,13,75721
216653,5,2,4,0,2,4,0,11.08,13,75721
216654,5,2,1,1,2,4,0,10.92,13,84222
216655,5,2,1,1,2,4,0,14.0,13,84222
216656,5,2,1,2,4,4,0,2.08,14,27976
216657,5,2,0,2,2,4,0,2.17,14,27976
216658,5,2,5,2,5,4,0,2.25,14,27976
216659,1,2,5,2,5,4,0,2.08,14,27976
216660,1,2,1,2,4,4,0,2.17,14,27976
216661,1,2,2,2,2,4,0,2.25,14,27976
216662,1,2,0,2,0,4,0,2.33,14,27976
216663,5,2,2,2,2,4,0,2.08,14,29656
216664,1,2,2,0,0,4,0,19.42,14,32347
216665,5,2,1,2,4,4,0,2.08,14,39736
216666,1,2,4,0,2,4,0,7.5,14,41118
216667,1,2,4,0,0,4,0,27.58,14,42212
216668,1,2,5,0,4,4,0,10.67,14,43376
216669,1,2,2,0,4,4,0,14.83,14,43376
216670,1,2,4,0,4,4,0,22.33,14,43376
216671,1,2,4,0,4,4,0,23.92,14,43376
216672,1,2,4,0,2,4,0,6.67,14,44478
216673,1,2,1,0,0,4,0,7.83,14,47545
216674,1,2,5,0,4,4,0,12.92,14,47545
216675,1,2,2,0,4,4,0,17.33,14,47545
216676,1,2,4,0,4,4,0,23.75,14,47545
216677,1,2,1,0,4,4,0,29.17,14,48882
216678,5,2,0,0,2,4,0,5.58,14,53209
216679,5,2,5,0,4,4,0,13.0,14,53209
216680,5,2,5,0,2,4,0,23.25,14,53209
216681,1,2,2,0,5,4,0,5.67,14,53209
216682,1,2,0,0,5,4,0,9.17,14,53209
216683,1,2,4,0,5,4,0,13.0,14,53209
216684,1,2,4,0,5,4,0,14.67,14,53209
216685,1,2,1,0,5,4,0,15.67,14,53209
216686,1,2,2,0,0,4,0,16.17,14,53209
216687,1,2,1,0,5,4,0,16.67,14,53209
216688,1,2,2,0,0,4,0,17.17,14,53209
216689,1,2,2,0,0,4,0,18.33,14,53209
216690,1,2,5,0,1,4,0,8.0,14,57405
216691,1,2,2,0,1,4,0,11.92,14,57405
216692,1,2,0,0,1,4,0,15.75,14,57405
216693,1,2,4,0,1,4,0,19.5,14,57405
216694,1,2,1,0,1,4,0,23.08,14,57405
216695,5,2,4,0,2,4,0,7.33,14,59929
216696,5,2,4,0,2,4,0,8.25,14,59929
216697,5,2,4,0,2,4,0,10.42,14,59929
216698,5,2,2,0,4,4,0,16.92,14,61049
216699,5,2,2,0,2,4,0,27.17,14,61049
216700,5,2,5,0,2,4,0,20.17,14,61945
216701,5,2,4,0,2,4,0,6.5,14,65529
216702,5,2,0,0,2,4,0,7.08,14,65529
216703,5,2,4,0,2,4,0,9.58,14,65529
216704,5,2,5,0,4,4,0,11.83,14,65529
216705,5,2,0,0,4,4,0,18.17,14,65529
216706,5,2,5,0,2,4,0,22.08,14,65529
216707,5,2,0,0,2,4,0,28.42,14,65529
216708,5,2,1,0,2,4,0,9.33,14,67769
216709,5,2,1,0,2,4,0,12.42,14,67769
216710,5,2,2,0,4,4,0,14.67,14,67769
216711,5,2,2,0,4,4,0,15.92,14,67769
216712,5,2,2,0,2,4,0,24.92,14,67769
216713,5,2,2,0,2,4,0,26.17,14,67769
216714,5,2,2,0,2,4,0,24.08,14,69785
216715,5,2,1,1,2,4,0,12.42,14,72339
216716,5,2,2,1,4,4,0,16.0,14,72339
216717,5,2,2,0,4,4,0,13.83,14,73369
216718,5,2,2,0,2,4,0,24.08,14,73369
216719,5,2,5,0,2,4,0,19.0,14,74265
216720,5,2,0,0,2,4,0,25.33,14,74265
216721,5,2,4,0,2,4,0,8.0,14,75721
216722,5,2,4,0,2,4,0,11.08,14,75721
216723,5,2,2,0,2,4,0,21.83,14,76505
216724,5,2,2,0,2,4,0,23.08,14,76505
216725,5,2,1,0,2,4,0,11.08,14,80985
216726,5,2,1,0,2,4,0,14.17,14,80985
216727,5,2,2,0,2,4,0,21.0,14,82105
216728,5,2,1,1,2,4,0,10.92,14,84222
216729,5,2,1,1,2,4,0,14.0,14,84222
216730,5,2,0,2,2,4,0,2.17,15,27976
216731,5,2,5,2,5,4,0,2.25,15,27976
216732,1,2,5,2,5,4,0,2.08,15,27976
216733,1,2,1,2,4,4,0,2.17,15,27976
216734,1,2,2,2,2,4,0,2.25,15,27976
216735,1,2,0,2,0,4,0,2.33,15,27976
216736,5,2,2,2,2,4,0,2.08,15,29656
216737,1,2,2,0,2,4,0,24.83,15,32347
216738,1,2,4,0,2,4,0,5.42,15,33820
216739,5,2,1,2,4,4,0,2.08,15,38056
216740,5,2,1,2,4,4,0,2.08,15,39736
216741,1,2,4,0,0,4,0,27.58,15,42212
216742,1,2,5,0,4,4,0,10.67,15,43376
216743,1,2,2,0,4,4,0,14.83,15,43376
216744,1,2,4,0,4,4,0,22.33,15,43376
216745,1,2,4,0,4,4,0,23.92,15,43376
216746,1,2,5,0,0,4,0,17.25,15,47545
216747,1,2,2,0,0,4,0,21.67,15,47545
216748,1,2,4,0,0,4,0,28.08,15,47545
216749,1,2,1,0,4,4,0,29.17,15,48882
216750,5,2,0,0,2,4,0,5.58,15,53209
216751,5,2,5,0,4,4,0,13.0,15,53209
216752,5,2,5,0,2,4,0,20.17,15,53209
216753,5,2,5,0,2,4,0,23.25,15,53209
216754,1,2,2,0,5,4,0,5.67,15,53209
216755,1,2,0,0,5,4,0,9.17,15,53209
216756,1,2,4,0,5,4,0,13.0,15,53209
216757,1,2,4,0,5,4,0,14.67,15,53209
216758,1,2,1,0,5,4,0,15.67,15,53209
216759,1,2,5,0,2,4,0,20.33,15,57405
216760,1,2,2,0,2,4,0,24.25,15,57405
216761,1,2,0,0,2,4,0,28.08,15,57405
216762,5,2,4,0,2,4,0,8.25,15,59929
216763,5,2,4,0,2,4,0,10.42,15,59929
216764,5,2,2,0,4,4,0,16.92,15,61049
216765,5,2,2,0,2,4,0,24.08,15,61049
216766,5,2,2,0,2,4,0,27.17,15,61049
216767,1,2,1,0,5,4,0,16.67,15,61150
216768,5,2,0,0,2,4,0,7.08,15,65529
216769,5,2,4,0,2,4,0,9.58,15,65529
216770,5,2,5,0,4,4,0,11.83,15,65529
216771,5,2,0,0,4,4,0,18.17,15,65529
216772,5,2,5,0,2,4,0,19.0,15,65529
216773,5,2,5,0,2,4,0,22.08,15,65529
216774,5,2,0,0,2,4,0,25.33,15,65529
216775,5,2,0,0,2,4,0,28.42,15,65529
216776,5,2,4,0,2,4,0,11.08,15,67769
216777,5,2,1,0,2,4,0,12.42,15,67769
216778,5,2,2,0,4,4,0,14.67,15,67769
216779,5,2,2,0,4,4,0,15.92,15,67769
216780,5,2,2,0,2,4,0,21.83,15,67769
216781,5,2,2,0,2,4,0,23.08,15,67769
216782,5,2,2,0,2,4,0,24.92,15,67769
216783,5,2,2,0,2,4,0,26.17,15,67769
216784,5,2,4,0,2,4,0,7.33,15,68665
216785,5,2,1,1,2,4,0,12.42,15,72339
216786,5,2,2,0,4,4,0,13.83,15,73369
216787,5,2,2,0,2,4,0,21.0,15,73369
216788,5,2,2,0,2,4,0,24.08,15,73369
216789,5,2,1,0,2,4,0,14.17,15,73481
216790,5,2,4,0,2,4,0,6.5,15,74265
216791,5,2,2,1,4,4,0,16.0,15,76214
216792,5,2,4,0,2,4,0,8.0,15,76505
216793,5,2,1,0,2,4,0,9.33,15,76505
216794,5,2,1,0,2,4,0,11.08,15,82217
216795,5,2,1,1,2,4,0,14.0,15,102114
216796,5,2,1,1,2,4,0,10.92,15,110850
216797,5,2,0,2,2,4,0,2.17,16,27976
216798,5,2,5,2,5,4,0,2.25,16,27976
216799,1,2,5,2,5,4,0,2.08,16,27976
216800,1,2,1,2,4,4,0,2.17,16,27976
216801,1,2,2,2,2,4,0,2.25,16,27976
216802,1,2,0,2,0,4,0,2.33,16,27976
216803,5,2,2,2,2,4,0,2.08,16,29656
216804,1,2,2,0,0,4,0,19.42,16,32347
216805,5,2,1,2,4,4,0,2.08,16,38056
216806,5,2,1,2,4,4,0,2.08,16,39736
216807,1,2,4,0,2,4,0,8.58,16,42212
216808,1,2,4,0,0,4,0,27.58,16,42212
216809,1,2,5,0,4,4,0,10.67,16,43376
216810,1,2,2,0,4,4,0,14.83,16,43376
216811,1,2,4,0,4,4,0,22.33,16,43376
216812,1,2,4,0,4,4,0,23.92,16,43376
216813,1,2,4,0,2,4,0,6.92,16,44478
216814,1,2,1,0,0,4,0,7.83,16,47545
216815,1,2,5,0,4,4,0,14.17,16,47545
216816,1,2,2,0,4,4,0,18.58,16,47545
216817,1,2,4,0,4,4,0,25.0,16,47545
216818,1,2,1,0,4,4,0,29.17,16,48882
216819,5,2,5,0,4,4,0,13.0,16,53209
216820,5,2,5,0,2,4,0,20.17,16,53209
216821,1,2,2,0,5,4,0,5.67,16,53209
216822,1,2,0,0,5,4,0,9.17,16,53209
216823,1,2,4,0,5,4,0,13.0,16,53209
216824,1,2,4,0,5,4,0,14.67,16,53209
216825,1,2,1,0,5,4,0,15.67,16,53209
216826,1,2,2,0,0,4,0,16.17,16,53209
216827,1,2,1,0,5,4,0,16.67,16,53209
216828,1,2,2,0,0,4,0,17.17,16,53209
216829,1,2,2,0,0,4,0,18.33,16,53209
216830,1,2,1,0,2,4,0,11.42,16,57405
216831,5,2,4,0,2,4,0,7.33,16,59929
216832,5,2,4,0,2,4,0,8.25,16,59929
216833,5,2,4,0,2,4,0,10.42,16,59929
216834,5,2,2,0,4,4,0,16.92,16,61049
216835,5,2,2,0,2,4,0,24.08,16,61049
216836,5,2,0,0,2,4,0,5.58,16,61161
216837,5,2,4,0,2,4,0,6.5,16,65529
216838,5,2,0,0,2,4,0,7.08,16,65529
216839,5,2,4,0,2,4,0,9.58,16,65529
216840,5,2,1,0,2,4,0,11.08,16,65529
216841,5,2,5,0,4,4,0,11.83,16,65529
216842,5,2,1,0,2,4,0,14.17,16,65529
216843,5,2,0,0,4,4,0,18.17,16,65529
216844,5,2,5,0,2,4,0,19.0,16,65529
216845,5,2,0,0,2,4,0,25.33,16,65529
216846,5,2,4,0,2,4,0,8.0,16,67769
216847,5,2,1,0,2,4,0,9.33,16,67769
216848,5,2,4,0,2,4,0,11.08,16,67769
216849,5,2,1,0,2,4,0,12.42,16,67769
216850,5,2,2,0,4,4,0,14.67,16,67769
216851,5,2,2,0,4,4,0,15.92,16,67769
216852,5,2,2,0,2,4,0,21.83,16,67769
216853,5,2,2,0,2,4,0,23.08,16,67769
216854,5,2,1,1,2,4,0,12.42,16,72339
216855,5,2,2,1,4,4,0,16.0,16,72339
216856,5,2,2,0,4,4,0,13.83,16,73369
216857,5,2,2,0,2,4,0,21.0,16,73369
216858,5,2,1,1,2,4,0,10.92,16,84222
216859,5,2,1,1,2,4,0,14.0,16,84222
216860,5,2,1,2,4,4,0,2.08,17,27976
216861,5,2,0,2,2,4,0,2.17,17,27976
216862,5,2,5,2,5,4,0,2.25,17,27976
216863,1,2,5,2,5,4,0,2.08,17,27976
216864,1,2,1,2,4,4,0,2.17,17,27976
216865,1,2,2,2,2,4,0,2.25,17,27976
216866,1,2,0,2,0,4,0,2.33,17,27976
216867,5,2,2,2,2,4,0,2.08,17,29656
216868,1,2,2,0,0,4,0,17.83,17,31528
216869,1,2,4,0,0,4,0,25.5,17,31528
216870,1,2,4,0,2,4,0,5.42,17,33820
216871,5,2,1,2,4,4,0,2.08,17,39736
216872,1,2,5,0,4,4,0,10.67,17,43376
216873,1,2,2,0,4,4,0,14.83,17,43376
216874,1,2,4,0,4,4,0,22.33,17,43376
216875,1,2,4,0,4,4,0,23.92,17,43376
216876,1,2,5,0,4,4,0,12.92,17,47545
216877,1,2,2,0,4,4,0,17.33,17,47545
216878,1,2,4,0,4,4,0,23.75,17,47545
216879,1,2,1,0,4,4,0,27.5,17,47545
216880,1,2,1,0,4,4,0,29.17,17,48882
216881,1,2,4,0,0,4,0,27.58,17,49380
216882,5,2,5,0,4,4,0,13.0,17,53209
216883,5,2,5,0,2,4,0,20.17,17,53209
216884,5,2,5,0,2,4,0,23.25,17,53209
216885,1,2,2,0,5,4,0,5.67,17,53209
216886,1,2,0,0,5,4,0,9.17,17,53209
216887,1,2,4,0,5,4,0,13.0,17,53209
216888,1,2,4,0,5,4,0,14.67,17,53209
216889,1,2,1,0,5,4,0,15.67,17,53209
216890,1,2,1,0,5,4,0,16.67,17,53209
216891,1,2,5,0,1,4,0,8.0,17,57405
216892,1,2,2,0,1,4,0,11.92,17,57405
216893,1,2,0,0,1,4,0,15.75,17,57405
216894,1,2,4,0,1,4,0,19.5,17,57405
216895,1,2,5,0,2,4,0,20.33,17,57405
216896,1,2,1,0,1,4,0,23.08,17,57405
216897,1,2,2,0,2,4,0,24.25,17,57405
216898,1,2,0,0,2,4,0,28.08,17,57405
216899,5,2,4,0,2,4,0,7.33,17,59929
216900,5,2,2,0,4,4,0,16.92,17,61049
216901,5,2,2,0,2,4,0,24.08,17,61049
216902,5,2,2,0,2,4,0,27.17,17,61049
216903,5,2,0,0,4,4,0,19.33,17,61161
216904,5,2,0,0,2,4,0,26.5,17,61161
216905,5,2,4,0,2,4,0,6.5,17,65529
216906,5,2,5,0,4,4,0,11.83,17,65529
216907,5,2,0,0,4,4,0,18.17,17,65529
216908,5,2,5,0,2,4,0,19.0,17,65529
216909,5,2,0,0,4,4,0,20.83,17,65529
216910,5,2,5,0,2,4,0,22.08,17,65529
216911,5,2,0,0,2,4,0,25.33,17,65529
216912,5,2,0,0,2,4,0,28.0,17,65529
216913,5,2,0,0,2,4,0,28.42,17,65529
216914,5,2,4,0,2,4,0,8.0,17,67769
216915,5,2,2,0,4,4,0,14.67,17,67769
216916,5,2,2,0,4,4,0,15.92,17,67769
216917,5,2,2,0,2,4,0,21.83,17,67769
216918,5,2,2,0,2,4,0,23.08,17,67769
216919,5,2,2,0,2,4,0,24.92,17,67769
216920,5,2,2,0,2,4,0,26.17,17,67769
216921,5,2,2,1,4,4,0,16.0,17,72339
216922,5,2,2,0,4,4,0,13.83,17,73369
216923,5,2,2,0,2,4,0,21.0,17,73369
216924,5,2,2,0,2,4,0,24.08,17,73369
216925,5,2,1,0,2,4,0,9.33,17,75721
216926,5,2,2,1,4,4,0,16.5,17,89979
216927,5,2,2,1,4,4,0,16.08,17,91659
216928,5,2,1,1,2,4,0,10.92,17,110872
216929,5,2,1,2,4,4,0,2.08,18,27976
