airline,source_city,departure_time,stops,arrival_time,destination_city,class,days_left,price
5,2,1,0,0,5,1,13,12990
5,2,1,0,0,5,1,13,12990
5,2,0,0,5,5,1,13,12990
5,2,0,0,5,5,1,13,12990
5,2,2,0,4,5,1,13,12990
5,2,1,0,5,5,1,13,12990
5,2,2,0,4,5,1,13,12990
5,2,2,0,4,5,1,13,12990
5,2,1,0,5,5,1,13,12990
5,2,5,0,0,5,1,13,13095
2,2,1,0,0,5,1,13,12885
1,2,0,0,5,5,1,13,12990
1,2,1,0,2,5,1,13,12990
0,2,0,0,3,5,1,13,12990
0,2,0,0,3,5,1,13,12990
1,2,1,0,5,5,1,13,12990
1,2,5,0,0,5,1,13,12990
1,2,0,0,4,5,1,13,12990
1,2,2,0,0,5,1,13,12990
1,2,1,0,4,5,1,13,12990
5,2,2,0,5,5,1,13,13725
1,2,4,0,2,5,1,13,13410
1,2,5,0,2,5,1,13,13410
1,2,5,0,5,5,1,13,13410
1,2,2,0,2,5,1,13,13410
1,2,2,0,5,5,1,13,13410
5,2,1,0,5,5,1,13,13830
5,2,1,0,5,5,1,13,13830
1,2,4,0,5,5,1,13,13515
1,2,2,0,4,5,1,13,13515
1,2,4,0,4,5,1,13,13515
1,2,5,0,4,5,1,13,13830
1,2,2,0,4,5,1,13,13830
1,2,1,0,5,5,1,13,14355
1,2,5,0,5,5,1,13,14460
1,2,2,0,5,5,1,13,14670
1,2,0,0,5,5,1,13,14670
1,2,4,0,0,5,1,13,15405
1,2,4,0,5,5,1,13,15930
1,2,4,0,2,5,1,13,17715
1,2,1,0,2,5,1,13,20445
0,2,5,0,0,5,1,14,5001
3,2,5,0,4,5,1,14,5027
1,2,2,0,0,5,1,14,5297
5,2,2,0,4,5,1,14,5816
5,2,0,0,4,5,1,14,5816
4,2,2,2,5,5,1,14,5955
4,2,2,2,5,5,1,14,5955
4,2,1,2,4,5,1,14,5955
4,2,1,2,4,5,1,14,5955
4,2,1,2,4,5,1,14,5955
4,2,1,2,4,5,1,14,5955
4,2,2,2,5,5,1,14,5955
4,2,2,2,5,5,1,14,5955
0,2,1,2,1,5,1,14,5956
4,2,2,0,4,5,1,14,5955
5,2,5,2,5,5,1,14,5955
5,2,4,2,4,5,1,14,5955
5,2,1,2,1,5,1,14,5955
5,2,0,2,0,5,1,14,5955
5,2,0,2,2,5,1,14,5955
5,2,0,2,2,5,1,14,5955
5,2,2,2,5,5,1,14,5955
5,2,5,2,5,5,1,14,5955
5,2,1,2,4,5,1,14,5955
5,2,4,2,0,5,1,14,5955
5,2,2,2,5,5,1,14,5955
5,2,4,2,4,5,1,14,5955
5,2,4,2,0,5,1,14,5955
5,2,2,2,2,5,1,14,5955
5,2,2,2,5,5,1,14,5955
2,2,0,2,0,5,1,14,5954
2,2,0,2,2,5,1,14,5954
2,2,2,2,2,5,1,14,5954
2,2,1,2,4,5,1,14,5954
2,2,1,2,4,5,1,14,5954
2,2,3,2,1,5,1,14,5954
2,2,0,2,2,5,1,14,5954
2,2,0,2,2,5,1,14,5954
2,2,2,2,5,5,1,14,5954
2,2,5,2,5,5,1,14,5954
2,2,4,2,0,5,1,14,5954
2,2,2,2,5,5,1,14,5954
3,2,3,2,1,5,1,14,5955
3,2,1,2,4,5,1,14,5955
3,2,1,2,4,5,1,14,5955
3,2,4,2,0,5,1,14,5955
3,2,2,2,5,5,1,14,5955
3,2,5,2,3,5,1,14,5955
3,2,2,2,5,5,1,14,5955
3,2,4,2,0,5,1,14,5955
3,2,4,2,4,5,1,14,5955
1,2,2,2,2,5,1,14,5955
1,2,1,2,4,5,1,14,5955
1,2,1,2,4,5,1,14,5955
1,2,4,2,0,5,1,14,5955
1,2,2,2,5,5,1,14,5955
1,2,4,2,4,5,1,14,5955
1,2,2,2,5,5,1,14,5955
0,2,2,0,3,5,1,14,5949
0,2,5,0,1,5,1,14,5949
0,2,4,0,5,5,1,14,5949
0,2,2,0,1,5,1,14,5949
0,2,1,0,5,5,1,14,5949
0,2,4,0,3,5,1,14,5949
2,2,1,0,4,5,1,14,5954
2,2,0,0,2,5,1,14,5954
2,2,1,0,0,5,1,14,5954
2,2,2,0,3,5,1,14,5954
2,2,4,0,2,5,1,14,5954
2,2,4,0,0,5,1,14,5954
2,2,0,0,5,5,1,14,5954
2,2,4,1,2,5,1,14,5954
2,2,1,0,0,5,1,14,5954
2,2,0,1,5,5,1,14,5954
2,2,4,0,2,5,1,14,5954
2,2,0,0,5,5,1,14,5954
2,2,2,0,3,5,1,14,5954
2,2,1,0,0,5,1,14,5954
2,2,5,0,1,5,1,14,5954
2,2,4,0,5,5,1,14,5954
2,2,1,0,2,5,1,14,5954
2,2,5,0,4,5,1,14,5954
1,2,0,0,2,5,1,14,5955
1,2,2,0,5,5,1,14,5955
3,2,4,0,0,5,1,14,5955
4,2,2,0,5,5,1,14,5955
3,2,2,0,5,5,1,14,5955
3,2,1,0,4,5,1,14,5955
3,2,0,0,2,5,1,14,5955
3,2,4,0,2,5,1,14,5955
3,2,1,0,0,5,1,14,5955
3,2,0,0,5,5,1,14,5955
4,2,2,0,1,5,1,14,5955
4,2,0,0,2,5,1,14,5955
3,2,0,2,2,5,1,14,6165
3,2,5,2,5,5,1,14,6165
3,2,4,2,4,5,1,14,6165
4,2,1,0,4,5,1,14,6270
3,2,4,1,2,5,1,14,6323
3,2,2,2,2,5,1,14,6375
3,2,0,0,2,5,1,14,6443
3,2,2,0,5,5,1,14,6443
3,2,0,0,5,5,1,14,6443
3,2,5,0,1,5,1,14,6449
3,2,5,0,1,5,1,14,6449
0,2,2,2,5,5,1,14,6559
1,2,2,0,5,5,1,14,6627
3,2,1,0,4,5,1,14,7420
3,2,2,0,5,5,1,14,7420
3,2,5,0,4,5,1,14,7420
1,2,4,0,5,5,1,14,7468
1,2,1,0,5,5,1,14,7468
1,2,2,0,0,5,1,14,7604
1,2,0,0,0,5,1,14,7604
5,2,5,0,4,5,1,14,8483
5,2,5,0,0,5,1,14,8483
5,2,0,0,4,5,1,14,8483
5,2,4,0,4,5,1,14,8483
5,2,0,0,0,5,1,14,8483
5,2,1,0,4,5,1,14,8483
1,2,2,0,2,5,1,14,8141
1,2,1,0,0,5,1,14,8160
5,2,2,0,4,5,1,14,8588
5,2,2,0,0,5,1,14,8588
3,2,1,0,0,5,1,14,8396
1,2,5,0,0,5,1,14,8412
1,2,2,0,0,5,1,14,8412
1,2,2,0,2,5,1,14,8797
1,2,2,0,2,5,1,14,8853
2,2,2,0,5,5,1,14,8869
0,2,2,0,3,5,1,14,8869
0,2,2,0,1,5,1,14,8869
5,2,5,0,4,5,1,14,9221
3,2,1,0,2,5,1,14,8885
5,2,0,0,0,5,1,14,9315
1,2,1,0,5,5,1,14,9000
5,2,2,0,5,5,1,14,9420
5,2,0,0,5,5,1,14,9420
5,2,5,0,0,5,1,14,9530
5,2,1,0,0,5,1,14,9840
1,2,1,0,2,5,1,14,9590
5,2,0,0,5,5,1,14,10050
5,2,4,0,5,5,1,14,10050
5,2,1,0,5,5,1,14,10050
5,2,2,0,4,5,1,14,10067
5,2,2,0,4,5,1,14,10067
5,2,2,0,4,5,1,14,10067
1,2,0,0,2,5,1,14,9735
1,2,0,0,2,5,1,14,9756
1,2,5,0,5,5,1,14,9788
1,2,5,0,5,5,1,14,9790
0,2,2,0,3,5,1,14,9840
0,2,2,0,1,5,1,14,9840
1,2,1,0,5,5,1,14,9945
1,2,1,0,4,5,1,14,10019
5,2,0,0,2,5,1,14,10680
1,2,5,0,2,5,1,14,10355
1,2,2,0,4,5,1,14,10544
1,2,0,0,4,5,1,14,10544
1,2,4,0,4,5,1,14,10544
2,2,4,0,2,5,1,14,10549
1,2,0,0,2,5,1,14,10618
1,2,2,0,2,5,1,14,10775
1,2,4,0,2,5,1,14,10921
2,2,4,0,2,5,1,14,11049
2,2,4,0,2,5,1,14,11049
2,2,4,0,2,5,1,14,11179
2,2,4,1,2,5,1,14,11179
2,2,1,1,2,5,1,14,11295
1,2,4,0,0,5,1,14,11310
1,2,1,0,0,5,1,14,11310
1,2,4,0,2,5,1,14,11520
1,2,1,0,2,5,1,14,11520
0,2,0,0,3,5,1,14,11520
5,2,1,0,4,5,1,14,12150
5,2,2,0,5,5,1,14,12150
5,2,2,0,5,5,1,14,12150
5,2,0,0,5,5,1,14,12150
5,2,0,0,5,5,1,14,12150
5,2,2,0,5,5,1,14,12150
5,2,0,0,5,5,1,14,12150
5,2,0,0,5,5,1,14,12150
5,2,4,0,5,5,1,14,12150
5,2,4,0,5,5,1,14,12150
5,2,4,0,5,5,1,14,12150
1,2,1,0,0,5,1,14,11900
5,2,0,0,5,5,1,14,12990
5,2,1,0,5,5,1,14,12990
5,2,1,0,0,5,1,14,13095
5,2,1,0,0,5,1,14,13095
5,2,1,0,5,5,1,14,13095
2,2,1,0,0,5,1,14,12885
0,2,0,0,3,5,1,14,12990
5,2,1,0,5,5,1,14,13410
1,2,4,0,0,5,1,14,13064
5,2,2,0,0,5,1,14,13620
5,2,2,0,5,5,1,14,13725
5,2,0,0,5,5,1,14,13725
1,2,1,0,2,5,1,14,13410
5,2,1,0,5,5,1,14,14040
5,2,1,0,0,5,1,14,14145
1,2,4,0,2,5,1,14,13830
1,2,0,0,5,5,1,14,13830
1,2,1,0,5,5,1,14,13830
1,2,4,0,5,5,1,14,14040
5,2,1,0,5,5,1,14,14460
1,2,2,0,5,5,1,14,14460
1,2,4,0,5,5,1,14,14460
1,2,2,0,5,5,1,14,14670
1,2,0,0,5,5,1,14,14670
1,2,4,0,5,5,1,14,17925
1,2,4,0,2,5,1,14,19185
5,2,1,2,1,5,1,15,2476
5,2,5,2,5,5,1,15,2476
5,2,4,2,4,5,1,15,2700
5,2,0,2,0,5,1,15,2700
5,2,0,2,2,5,1,15,2700
5,2,0,2,2,5,1,15,2700
5,2,4,2,0,5,1,15,2700
5,2,4,2,0,5,1,15,2700
2,2,0,2,0,5,1,15,2410
2,2,0,2,2,5,1,15,2410
2,2,2,2,2,5,1,15,2410
3,2,3,2,1,5,1,15,2410
0,2,1,2,1,5,1,15,2410
3,2,1,2,4,5,1,15,2410
2,2,1,2,4,5,1,15,2410
3,2,1,2,4,5,1,15,2410
2,2,1,2,4,5,1,15,2410
2,2,5,2,3,5,1,15,2410
3,2,5,2,3,5,1,15,2410
2,2,3,2,1,5,1,15,2410
2,2,0,2,2,5,1,15,2410
2,2,0,2,2,5,1,15,2410
2,2,2,2,5,5,1,15,2410
3,2,2,2,5,5,1,15,2410
2,2,5,2,5,5,1,15,2410
2,2,4,2,0,5,1,15,2410
3,2,4,2,0,5,1,15,2410
2,2,2,2,5,5,1,15,2410
0,2,2,0,3,5,1,15,2409
0,2,5,0,1,5,1,15,2409
0,2,4,0,5,5,1,15,2409
0,2,2,0,1,5,1,15,2409
0,2,1,0,5,5,1,15,2409
0,2,5,0,0,5,1,15,2409
0,2,4,0,3,5,1,15,2409
3,2,1,0,0,5,1,15,2463
1,2,2,2,2,5,1,15,2476
1,2,1,2,4,5,1,15,2476
1,2,1,2,4,5,1,15,2476
1,2,4,2,0,5,1,15,2476
1,2,4,2,4,5,1,15,2476
1,2,0,0,2,5,1,15,2476
1,2,2,0,5,5,1,15,2476
4,2,2,2,5,5,1,15,2621
4,2,2,2,5,5,1,15,2621
4,2,1,2,4,5,1,15,2621
4,2,1,2,4,5,1,15,2621
4,2,1,2,4,5,1,15,2621
4,2,1,2,4,5,1,15,2621
4,2,2,2,5,5,1,15,2621
4,2,2,2,5,5,1,15,2621
4,2,1,0,4,5,1,15,2621
5,2,5,2,5,5,1,15,3001
5,2,1,2,4,5,1,15,3100
5,2,4,2,4,5,1,15,3100
5,2,2,2,2,5,1,15,3100
5,2,2,2,5,5,1,15,3100
1,2,2,2,5,5,1,15,2791
5,2,2,2,5,5,1,15,3225
5,2,2,2,5,5,1,15,3310
3,2,4,2,4,5,1,15,3001
3,2,4,2,4,5,1,15,3001
4,2,2,0,5,5,1,15,3024
1,2,2,2,5,5,1,15,3211
4,2,2,0,1,5,1,15,3519
4,2,0,0,2,5,1,15,3519
3,2,5,0,1,5,1,15,3549
3,2,5,0,1,5,1,15,3549
3,2,0,2,2,5,1,15,3570
3,2,5,0,4,5,1,15,3662
2,2,2,0,3,5,1,15,3697
4,2,2,0,4,5,1,15,4053
3,2,4,2,0,5,1,15,3855
3,2,2,2,5,5,1,15,3855
3,2,5,2,5,5,1,15,3855
1,2,2,0,5,5,1,15,3897
3,2,0,0,5,5,1,15,3959
3,2,0,0,5,5,1,15,4433
1,2,4,0,5,5,1,15,4161
3,2,4,0,0,5,1,15,4170
3,2,2,2,2,5,1,15,4328
5,2,1,0,0,5,1,15,4678
3,2,2,0,5,5,1,15,4337
3,2,1,0,4,5,1,15,4368
3,2,2,0,5,5,1,15,4643
3,2,0,0,2,5,1,15,4674
5,2,0,0,5,5,1,15,5040
5,2,0,0,4,5,1,15,5040
5,2,0,0,4,5,1,15,5040
2,2,4,0,2,5,1,15,4793
1,2,1,0,5,5,1,15,4811
5,2,0,0,5,5,1,15,5227
5,2,4,0,5,5,1,15,5227
5,2,5,0,4,5,1,15,5227
5,2,1,0,5,5,1,15,5227
5,2,5,0,0,5,1,15,5227
5,2,0,0,4,5,1,15,5227
5,2,4,0,4,5,1,15,5227
5,2,0,0,0,5,1,15,5227
5,2,1,0,4,5,1,15,5227
3,2,1,0,4,5,1,15,4967
5,2,1,0,0,5,1,15,5321
5,2,1,0,5,5,1,15,5321
3,2,0,0,5,5,1,15,5015
2,2,4,0,5,5,1,15,5087
2,2,5,0,4,5,1,15,5087
2,2,2,0,3,5,1,15,5157
1,2,4,0,4,5,1,15,5168
5,2,2,0,5,5,1,15,5542
5,2,2,0,4,5,1,15,5542
5,2,2,0,0,5,1,15,5542
0,2,2,0,3,5,1,15,5230
0,2,2,0,1,5,1,15,5230
1,2,1,0,0,5,1,15,5231
1,2,0,0,0,5,1,15,5232
1,2,1,0,0,5,1,15,5297
5,2,2,0,4,5,1,15,5775
5,2,2,0,4,5,1,15,5775
3,2,0,0,2,5,1,15,5798
3,2,2,0,5,5,1,15,5448
1,2,2,0,5,5,1,15,5507
1,2,0,0,5,5,1,15,5507
2,2,1,0,0,5,1,15,5584
2,2,1,0,0,5,1,15,5584
1,2,4,0,2,5,1,15,5588
1,2,5,0,4,5,1,15,5588
2,2,0,0,5,5,1,15,5600
2,2,0,0,5,5,1,15,5600
1,2,5,0,5,5,1,15,5616
5,2,0,0,2,5,1,15,6013
3,2,4,0,2,5,1,15,5702
1,2,2,0,0,5,1,15,5702
1,2,1,0,5,5,1,15,5761
1,2,1,0,4,5,1,15,5761
1,2,1,0,2,5,1,15,5852
1,2,2,0,2,5,1,15,5852
1,2,2,0,5,5,1,15,5931
1,2,4,0,5,5,1,15,5931
1,2,4,0,5,5,1,15,5931
5,2,1,0,4,5,1,15,6296
5,2,2,0,5,5,1,15,6296
5,2,2,0,5,5,1,15,6296
5,2,0,0,5,5,1,15,6296
5,2,0,0,5,5,1,15,6296
5,2,2,0,5,5,1,15,6296
5,2,0,0,5,5,1,15,6296
5,2,0,0,5,5,1,15,6296
5,2,4,0,5,5,1,15,6296
5,2,5,0,4,5,1,15,6296
5,2,4,0,5,5,1,15,6296
5,2,4,0,5,5,1,15,6296
5,2,2,0,4,5,1,15,6296
2,2,1,0,4,5,1,15,5954
2,2,4,0,0,5,1,15,5954
2,2,4,0,2,5,1,15,5954
2,2,1,0,0,5,1,15,5954
2,2,5,0,1,5,1,15,5954
2,2,1,0,2,5,1,15,5954
2,2,2,0,1,5,1,15,5954
2,2,2,0,1,5,1,15,5954
2,2,4,0,2,5,1,15,5958
2,2,2,0,5,5,1,15,5995
1,2,1,0,2,5,1,15,6008
4,2,0,0,0,5,1,15,6049
1,2,5,0,4,5,1,15,6181
1,2,5,0,0,5,1,15,6227
1,2,4,0,2,5,1,15,6277
2,2,4,0,2,5,1,15,6471
3,2,5,0,4,5,1,15,6573
1,2,0,0,5,5,1,15,6601
1,2,4,0,5,5,1,15,6601
1,2,2,0,4,5,1,15,6601
1,2,0,0,4,5,1,15,6601
1,2,4,0,4,5,1,15,6601
1,2,1,0,5,5,1,15,6627
1,2,4,0,2,5,1,15,6662
1,2,2,0,2,5,1,15,6666
3,2,1,0,2,5,1,15,6680
1,2,1,0,0,5,1,15,6724
1,2,4,0,0,5,1,15,6890
1,2,0,0,2,5,1,15,6953
1,2,4,0,0,5,1,15,7005
1,2,0,0,2,5,1,15,7110
5,2,2,0,5,5,1,15,7569
5,2,1,0,0,5,1,15,7575
1,2,5,0,5,5,1,15,7262
5,2,0,0,5,5,1,15,7621
2,2,1,0,0,5,1,15,7469
1,2,0,0,0,5,1,15,7599
5,2,1,0,5,5,1,15,8121
1,2,0,0,5,5,1,15,7931
1,2,1,0,5,5,1,15,7931
0,2,2,2,5,5,1,15,8032
1,2,5,0,0,5,1,15,8036
5,2,1,0,0,5,1,15,8835
5,2,2,0,5,5,1,15,8835
5,2,0,0,5,5,1,15,8835
5,2,1,0,5,5,1,15,8835
1,2,5,0,2,5,1,15,8633
1,2,2,0,5,5,1,15,8789
0,2,2,0,3,5,1,15,8869
0,2,2,0,1,5,1,15,8869
3,2,1,0,0,5,1,15,8885
5,2,1,0,5,5,1,15,9381
5,2,0,0,0,5,1,15,9788
5,2,2,0,4,5,1,15,11432
2,2,1,1,2,5,1,15,11295
0,2,0,0,3,5,1,15,12990
5,2,2,0,0,5,1,15,13620
0,2,0,0,3,5,1,15,14670
1,2,2,0,0,5,1,15,17295
1,2,4,0,2,5,1,15,17967
1,2,4,0,5,5,1,15,18240
5,2,5,2,5,5,1,16,2476
5,2,1,2,1,5,1,16,2476
5,2,5,2,5,5,1,16,2476
5,2,4,2,4,5,1,16,2700
5,2,0,2,0,5,1,16,2700
5,2,0,2,2,5,1,16,2700
5,2,0,2,2,5,1,16,2700
5,2,2,2,5,5,1,16,2700
5,2,4,2,0,5,1,16,2700
5,2,4,2,0,5,1,16,2700
2,2,0,2,0,5,1,16,2410
2,2,0,2,2,5,1,16,2410
2,2,2,2,2,5,1,16,2410
3,2,3,2,1,5,1,16,2410
0,2,1,2,1,5,1,16,2410
3,2,1,2,4,5,1,16,2410
2,2,1,2,4,5,1,16,2410
3,2,1,2,4,5,1,16,2410
2,2,1,2,4,5,1,16,2410
2,2,5,2,3,5,1,16,2410
3,2,5,2,3,5,1,16,2410
2,2,3,2,1,5,1,16,2410
2,2,0,2,2,5,1,16,2410
2,2,0,2,2,5,1,16,2410
2,2,2,2,5,5,1,16,2410
3,2,2,2,5,5,1,16,2410
2,2,5,2,5,5,1,16,2410
3,2,4,2,4,5,1,16,2410
2,2,4,2,0,5,1,16,2410
3,2,4,2,0,5,1,16,2410
2,2,2,2,5,5,1,16,2410
0,2,2,0,3,5,1,16,2409
0,2,1,0,0,5,1,16,2409
0,2,5,0,1,5,1,16,2409
0,2,2,0,1,5,1,16,2409
0,2,1,0,5,5,1,16,2409
1,2,1,2,4,5,1,16,2476
1,2,1,2,4,5,1,16,2476
1,2,4,2,4,5,1,16,2476
1,2,0,0,2,5,1,16,2476
1,2,2,0,5,5,1,16,2476
4,2,2,2,5,5,1,16,2621
4,2,1,2,4,5,1,16,2621
4,2,1,2,4,5,1,16,2621
4,2,1,2,4,5,1,16,2621
4,2,1,2,4,5,1,16,2621
4,2,2,2,5,5,1,16,2621
4,2,2,2,5,5,1,16,2621
3,2,4,2,4,5,1,16,3001
5,2,1,2,4,5,1,16,3100
5,2,2,2,5,5,1,16,3100
5,2,4,2,4,5,1,16,3100
5,2,2,2,2,5,1,16,3100
5,2,2,2,5,5,1,16,3100
1,2,2,2,2,5,1,16,2791
1,2,4,2,0,5,1,16,2791
1,2,2,2,5,5,1,16,2791
1,2,2,2,5,5,1,16,2791
3,2,4,0,0,5,1,16,2844
3,2,1,0,0,5,1,16,2844
4,2,1,0,4,5,1,16,2937
3,2,2,2,2,5,1,16,3001
3,2,2,2,5,5,1,16,3001
0,2,2,0,3,5,1,16,3102
2,2,2,0,3,5,1,16,3330
2,2,2,0,3,5,1,16,3330
4,2,2,0,1,5,1,16,3519
4,2,0,0,2,5,1,16,3519
3,2,5,0,4,5,1,16,3546
3,2,5,0,1,5,1,16,3549
3,2,4,2,0,5,1,16,3570
3,2,4,0,0,5,1,16,4170
0,2,5,0,0,5,1,16,3733
4,2,2,0,4,5,1,16,3791
3,2,0,2,2,5,1,16,3855
1,2,1,0,5,5,1,16,4161
2,2,2,0,5,5,1,16,4168
1,2,2,0,5,5,1,16,4212
0,2,2,2,5,5,1,16,4231
1,2,1,0,5,5,1,16,4233
1,2,1,0,4,5,1,16,4233
3,2,0,0,5,5,1,16,4274
4,2,2,0,5,5,1,16,4683
3,2,5,2,5,5,1,16,4328
5,2,5,0,4,5,1,16,4678
5,2,5,0,0,5,1,16,4678
5,2,0,0,4,5,1,16,4678
5,2,4,0,4,5,1,16,4678
5,2,0,0,0,5,1,16,4678
5,2,1,0,4,5,1,16,4678
3,2,5,0,1,5,1,16,4454
1,2,1,0,4,5,1,16,4590
5,2,2,0,4,5,1,16,4993
5,2,2,0,0,5,1,16,4993
3,2,0,0,2,5,1,16,4674
3,2,2,0,5,5,1,16,4682
5,2,2,0,4,5,1,16,5040
5,2,2,0,4,5,1,16,5040
5,2,2,0,4,5,1,16,5040
5,2,2,0,4,5,1,16,5040
5,2,2,0,0,5,1,16,5040
5,2,2,0,0,5,1,16,5040
5,2,0,0,0,5,1,16,5086
2,2,4,0,2,5,1,16,4793
0,2,4,0,5,5,1,16,4867
0,2,2,0,1,5,1,16,4867
0,2,4,0,3,5,1,16,4867
5,2,1,0,0,5,1,16,5227
5,2,0,0,5,5,1,16,5227
5,2,4,0,5,5,1,16,5227
5,2,1,0,5,5,1,16,5227
5,2,5,0,5,5,1,16,5227
3,2,1,0,4,5,1,16,4892
3,2,5,0,4,5,1,16,4924
3,2,2,0,5,5,1,16,4958
3,2,2,0,5,5,1,16,4967
3,2,1,0,4,5,1,16,4967
2,2,4,0,0,5,1,16,5087
2,2,1,0,0,5,1,16,5087
2,2,4,0,5,5,1,16,5087
2,2,5,0,4,5,1,16,5087
3,2,4,1,2,5,1,16,5093
1,2,5,0,4,5,1,16,5115
5,2,2,0,5,5,1,16,5542
0,2,2,0,3,5,1,16,5230
0,2,2,0,1,5,1,16,5230
1,2,1,0,0,5,1,16,5231
1,2,2,0,0,5,1,16,5231
2,2,1,0,0,5,1,16,5584
2,2,1,0,0,5,1,16,5584
2,2,0,0,5,5,1,16,5600
2,2,0,0,5,5,1,16,5600
1,2,2,0,5,5,1,16,5616
1,2,4,0,5,5,1,16,5616
1,2,4,0,5,5,1,16,5616
1,2,2,0,2,5,1,16,5810
1,2,1,0,2,5,1,16,5852
1,2,2,0,2,5,1,16,5852
5,2,2,0,5,5,1,16,6296
5,2,2,0,5,5,1,16,6296
5,2,0,0,5,5,1,16,6296
5,2,0,0,5,5,1,16,6296
5,2,2,0,5,5,1,16,6296
5,2,0,0,5,5,1,16,6296
5,2,0,0,5,5,1,16,6296
5,2,4,0,5,5,1,16,6296
5,2,5,0,4,5,1,16,6296
5,2,4,0,5,5,1,16,6296
5,2,4,0,5,5,1,16,6296
5,2,2,0,4,5,1,16,6296
5,2,4,0,5,5,1,16,6296
2,2,1,0,4,5,1,16,5954
2,2,5,0,1,5,1,16,5954
2,2,1,0,2,5,1,16,5954
2,2,2,0,1,5,1,16,5954
2,2,2,0,1,5,1,16,5954
5,2,1,0,4,5,1,16,6611
3,2,0,0,5,5,1,16,6317
1,2,5,0,5,5,1,16,6456
1,2,1,0,0,5,1,16,6654
1,2,1,0,2,5,1,16,6711
1,2,0,0,2,5,1,16,6711
1,2,2,0,0,5,1,16,6736
1,2,0,0,2,5,1,16,6754
1,2,5,0,2,5,1,16,6756
1,2,2,0,4,5,1,16,6795
3,2,1,0,0,5,1,16,6932
1,2,2,0,5,5,1,16,7021
1,2,2,0,5,5,1,16,7156
1,2,2,0,2,5,1,16,7187
5,2,2,0,5,5,1,16,7569
5,2,0,0,5,5,1,16,7569
1,2,0,0,5,5,1,16,7262
1,2,1,0,5,5,1,16,7262
3,2,0,0,5,5,1,16,7420
2,2,1,0,0,5,1,16,7469
1,2,2,0,2,5,1,16,7506
2,2,4,0,2,5,1,16,7601
1,2,0,0,0,5,1,16,7604
1,2,5,0,0,5,1,16,7682
3,2,0,0,2,5,1,16,7908
3,2,4,0,2,5,1,16,7908
1,2,4,0,0,5,1,16,7950
5,2,1,0,0,5,1,16,8331
2,2,4,0,2,5,1,16,8000
1,2,1,0,0,5,1,16,8036
1,2,5,0,5,5,1,16,8102
1,2,2,0,0,5,1,16,8234
5,2,2,0,5,5,1,16,8835
5,2,0,0,5,5,1,16,8835
5,2,0,0,2,5,1,16,8874
1,2,1,0,2,5,1,16,8633
1,2,4,0,2,5,1,16,8692
0,2,0,0,3,5,1,16,9840
5,2,0,0,5,5,1,16,10907
5,2,1,0,0,5,1,16,11432
2,2,1,1,2,5,1,16,11295
5,2,1,0,0,5,1,16,11651
1,2,0,0,2,5,1,16,11678
5,2,2,0,4,5,1,16,12570
0,2,0,0,3,5,1,16,14670
2,2,4,0,2,5,1,16,15282
1,2,1,0,0,5,1,16,15773
2,2,4,0,2,5,1,16,16825
2,2,4,0,2,5,1,16,16825
1,2,2,0,5,5,1,16,19049
1,2,0,0,5,5,1,16,19049
1,2,4,0,3,5,1,16,19227
1,2,4,0,5,5,1,16,20865
1,2,4,0,2,5,1,16,21432
5,2,4,2,4,5,1,17,2700
5,2,0,2,0,5,1,17,2700
5,2,0,2,2,5,1,17,2700
5,2,2,2,5,5,1,17,2700
5,2,4,2,0,5,1,17,2700
5,2,4,2,0,5,1,17,2700
2,2,0,2,0,5,1,17,2410
2,2,0,2,2,5,1,17,2410
3,2,3,2,1,5,1,17,2410
0,2,1,2,1,5,1,17,2410
3,2,1,2,4,5,1,17,2410
2,2,1,2,4,5,1,17,2410
3,2,1,2,4,5,1,17,2410
2,2,1,2,4,5,1,17,2410
2,2,5,2,3,5,1,17,2410
2,2,3,2,1,5,1,17,2410
2,2,0,2,2,5,1,17,2410
2,2,0,2,2,5,1,17,2410
2,2,2,2,5,5,1,17,2410
3,2,2,2,5,5,1,17,2410
3,2,4,2,4,5,1,17,2410
2,2,4,2,0,5,1,17,2410
3,2,4,2,0,5,1,17,2410
2,2,2,2,5,5,1,17,2410
0,2,5,0,1,5,1,17,2409
0,2,1,0,5,5,1,17,2409
0,2,5,0,0,5,1,17,2409
3,2,1,0,0,5,1,17,2463
1,2,2,2,2,5,1,17,2476
1,2,1,2,4,5,1,17,2476
1,2,1,2,4,5,1,17,2476
1,2,4,2,4,5,1,17,2476
1,2,0,0,2,5,1,17,2476
1,2,2,0,5,5,1,17,2476
4,2,2,2,5,5,1,17,2621
4,2,1,2,4,5,1,17,2621
4,2,1,2,4,5,1,17,2621
4,2,1,2,4,5,1,17,2621
4,2,1,2,4,5,1,17,2621
4,2,2,2,5,5,1,17,2621
4,2,2,2,5,5,1,17,2621
3,2,4,2,4,5,1,17,3001
5,2,5,2,5,5,1,17,3001
3,2,4,0,0,5,1,17,3054
5,2,1,2,4,5,1,17,3100
5,2,2,2,5,5,1,17,3100
5,2,4,2,4,5,1,17,3100
5,2,2,2,2,5,1,17,3100
5,2,2,2,5,5,1,17,3100
1,2,4,2,0,5,1,17,2791
1,2,2,2,5,5,1,17,2791
5,2,0,2,2,5,1,17,3225
3,2,5,2,3,5,1,17,3001
1,2,2,2,5,5,1,17,3211
4,2,1,0,4,5,1,17,3251
2,2,2,0,3,5,1,17,3330
2,2,2,0,3,5,1,17,3330
4,2,2,0,1,5,1,17,3519
4,2,0,0,2,5,1,17,3519
